,date,Person.ID,Faculty.No.,Dept.No.,With.PHD,years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C
5918,2007-04-07,779002,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5919,2007-04-07,342122,25.0,2543.0,1.0,1.0,4.0,2.0,0.0,4.0,24.0,6.0
5920,2007-04-07,97577,25.0,2923.0,,,0.0,1.0,0.0,0.0,0.0,0.0
5921,2007-04-07,79652,25.0,2498.0,1.0,4.0,0.0,3.0,2.0,3.0,6.0,6.0
5922,2007-05-07,8732,25.0,2713.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,0.0
5923,2007-06-07,5967,25.0,2923.0,1.0,3.0,2.0,3.0,1.0,3.0,8.0,5.0
5924,2007-06-07,54322,25.0,2923.0,,0.0,0.0,2.0,0.0,0.0,0.0,2.0
5925,2007-06-07,79652,25.0,2498.0,1.0,4.0,0.0,3.0,2.0,3.0,6.0,6.0
5926,2007-06-07,80217,31.0,3198.0,,4.0,0.0,3.0,6.0,29.0,0.0,3.0
5927,2007-09-07,31707,25.0,2558.0,,2.0,1.0,0.0,5.0,6.0,2.0,5.0
5928,2007-09-07,158617,25.0,2738.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5929,2007-09-07,78827,25.0,2498.0,1.0,4.0,1.0,1.0,6.0,15.0,8.0,2.0
5930,2007-09-07,73942,25.0,2728.0,1.0,3.0,3.0,1.0,7.0,17.0,5.0,5.0
5931,2007-09-07,4877,,,,,0.0,0.0,0.0,5.0,4.0,14.0
5932,2007-09-07,63757,25.0,2553.0,1.0,4.0,0.0,1.0,6.0,5.0,1.0,3.0
5933,2007-09-07,73512,25.0,2553.0,1.0,1.0,2.0,0.0,5.0,1.0,3.0,2.0
5934,2007-09-07,8377,25.0,2553.0,1.0,3.0,1.0,0.0,6.0,3.0,2.0,2.0
5935,2007-09-07,647,25.0,2553.0,1.0,3.0,0.0,1.0,1.0,9.0,1.0,0.0
5936,2007-09-07,75932,,,,,0.0,0.0,2.0,2.0,2.0,0.0
5937,2007-09-07,5442,,,,,0.0,0.0,1.0,3.0,0.0,1.0
5938,2007-09-07,67037,25.0,2563.0,1.0,3.0,6.0,14.0,6.0,6.0,17.0,5.0
5939,2007-09-07,144477,1.0,1033.0,1.0,1.0,3.0,2.0,0.0,9.0,8.0,2.0
5940,2007-09-07,123327,25.0,2578.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5941,2007-10-07,9042,31.0,3198.0,1.0,4.0,2.0,1.0,8.0,19.0,2.0,1.0
5942,2007-10-07,74302,25.0,2603.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0
5943,2007-10-07,74492,25.0,2653.0,1.0,3.0,4.0,5.0,2.0,6.0,7.0,1.0
5944,2007-10-07,77162,25.0,2603.0,1.0,2.0,1.0,2.0,8.0,3.0,3.0,0.0
5945,2007-10-07,24017,25.0,2603.0,1.0,2.0,3.0,1.0,7.0,3.0,8.0,0.0
5946,2007-11-07,66932,31.0,3028.0,,4.0,0.0,4.0,0.0,5.0,10.0,17.0
5947,2007-11-07,26882,25.0,2523.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0
5948,2007-11-07,82892,19.0,2053.0,1.0,1.0,5.0,0.0,111.0,10.0,5.0,2.0
5949,2007-11-07,69812,25.0,2813.0,,2.0,3.0,11.0,15.0,13.0,20.0,2.0
5950,2007-11-07,33312,25.0,2813.0,1.0,2.0,0.0,0.0,3.0,5.0,5.0,4.0
5951,2007-11-07,40862,,,,,0.0,0.0,1.0,0.0,1.0,4.0
5952,2007-11-07,33202,,,,,0.0,0.0,1.0,1.0,5.0,0.0
5953,2007-11-07,415187,25.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5954,2007-11-07,24392,25.0,2628.0,1.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0
5955,2007-11-07,121892,25.0,2568.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5956,2007-11-07,21137,25.0,2578.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
5957,2007-11-07,69732,19.0,2153.0,1.0,4.0,4.0,1.0,1.0,39.0,2.0,0.0
5958,2007-12-07,38697,25.0,2778.0,,,4.0,3.0,3.0,6.0,1.0,0.0
5959,2007-12-07,69142,25.0,2653.0,1.0,3.0,2.0,3.0,6.0,6.0,10.0,1.0
5960,2007-12-07,493657,25.0,2653.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5961,2007-12-07,34447,1.0,1098.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,3.0
5962,2007-12-07,282232,187.0,2983.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5963,2007-12-07,69812,25.0,2813.0,,2.0,3.0,11.0,15.0,13.0,20.0,2.0
5964,2007-12-07,79172,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5965,2007-12-07,119372,25.0,2813.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0
5966,2007-12-07,877722,,,,,0.0,2.0,0.0,0.0,0.0,0.0
5967,2007-12-07,105337,25.0,,,1.0,2.0,4.0,9.0,7.0,6.0,2.0
5968,2007-07-13,70327,,,,,0.0,0.0,0.0,3.0,10.0,2.0
5969,2007-07-13,2507,13.0,1578.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
5970,2007-07-13,78222,19.0,2103.0,1.0,2.0,1.0,0.0,5.0,3.0,1.0,0.0
5971,2007-07-13,97182,25.0,2568.0,1.0,2.0,0.0,2.0,7.0,0.0,3.0,15.0
5972,2007-07-15,22847,19.0,2053.0,1.0,1.0,5.0,0.0,5.0,5.0,1.0,0.0
5973,2007-07-15,57192,19.0,2053.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0
5974,2007-07-15,74302,25.0,2603.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0
5975,2007-07-15,74492,25.0,2653.0,1.0,3.0,4.0,5.0,2.0,6.0,7.0,1.0
5976,2007-07-16,69812,25.0,2813.0,,2.0,3.0,11.0,15.0,13.0,20.0,2.0
5977,2007-07-16,631447,25.0,2838.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5978,2007-07-16,462,25.0,2813.0,,2.0,0.0,1.0,1.0,3.0,4.0,1.0
5979,2007-07-16,145367,25.0,2548.0,1.0,1.0,3.0,5.0,1.0,0.0,4.0,1.0
5980,2007-07-16,39272,25.0,2713.0,,2.0,0.0,1.0,0.0,2.0,3.0,0.0
5981,2007-07-16,68817,25.0,2713.0,1.0,3.0,1.0,5.0,3.0,11.0,9.0,1.0
5982,2007-07-16,80477,31.0,3268.0,1.0,4.0,1.0,0.0,0.0,5.0,4.0,6.0
5983,2007-07-16,741582,25.0,2763.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
5984,2007-07-16,46127,25.0,2518.0,,1.0,0.0,0.0,0.0,0.0,7.0,0.0
5985,2007-07-16,73942,25.0,2728.0,1.0,3.0,3.0,1.0,7.0,17.0,5.0,5.0
5986,2007-07-16,70192,,,,,0.0,0.0,1.0,2.0,0.0,0.0
5987,2007-07-16,147252,31.0,3268.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5988,2007-07-16,20937,25.0,2763.0,1.0,2.0,0.0,4.0,3.0,4.0,2.0,0.0
5989,2007-07-16,672142,25.0,2763.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5990,2007-07-16,903612,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5991,2007-07-16,789907,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5992,2007-07-16,79142,25.0,,1.0,4.0,1.0,3.0,12.0,14.0,8.0,0.0
5993,2007-07-16,119372,25.0,2813.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0
5994,2007-07-16,40862,,,,,0.0,0.0,1.0,0.0,1.0,4.0
5995,2007-07-18,11287,34.0,1258.0,1.0,2.0,2.0,1.0,0.0,1.0,8.0,0.0
5996,2007-07-19,4762,7.0,593.0,1.0,2.0,2.0,0.0,1.0,2.0,6.0,0.0
5997,2007-07-19,786382,,,,,1.0,1.0,0.0,0.0,0.0,2.0
5998,2007-07-19,80212,31.0,3123.0,1.0,4.0,5.0,1.0,13.0,8.0,3.0,1.0
5999,2007-07-20,350047,25.0,2778.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0
6000,2007-07-23,381382,25.0,2923.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
6001,2007-07-23,26962,1.0,1038.0,,0.0,0.0,0.0,0.0,2.0,1.0,0.0
6002,2007-07-24,144767,34.0,1258.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0
6003,2007-07-24,78637,25.0,2713.0,,3.0,0.0,5.0,2.0,3.0,2.0,0.0
6004,2007-07-24,20937,25.0,2763.0,1.0,2.0,0.0,5.0,3.0,4.0,2.0,0.0
6005,2007-07-24,66897,7.0,803.0,1.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0
6006,2007-07-24,12177,25.0,2563.0,,1.0,0.0,0.0,5.0,5.0,6.0,1.0
6007,2007-07-24,2712,25.0,2563.0,1.0,3.0,2.0,5.0,19.0,43.0,28.0,21.0
6008,2007-07-24,84622,25.0,2973.0,,1.0,3.0,10.0,12.0,13.0,5.0,6.0
6009,2007-07-24,84627,25.0,2973.0,1.0,1.0,0.0,8.0,8.0,8.0,1.0,6.0
6010,2007-07-24,110472,25.0,2973.0,,1.0,0.0,3.0,2.0,11.0,7.0,10.0
6011,2007-07-24,36252,25.0,2973.0,1.0,2.0,2.0,20.0,4.0,27.0,13.0,26.0
6012,2007-07-24,12467,,,,,0.0,0.0,0.0,0.0,0.0,0.0
6013,2007-07-24,10387,1.0,1038.0,1.0,3.0,2.0,2.0,2.0,8.0,21.0,2.0
6014,2007-07-24,12957,25.0,2603.0,1.0,2.0,4.0,13.0,25.0,7.0,9.0,1.0
6015,2007-07-26,115867,25.0,2523.0,1.0,1.0,1.0,0.0,6.0,6.0,5.0,13.0
6016,2007-07-26,76237,25.0,2923.0,1.0,3.0,3.0,3.0,2.0,5.0,6.0,2.0
6017,2007-07-26,593217,22.0,3658.0,1.0,1.0,1.0,1.0,21.0,23.0,6.0,4.0
6018,2007-07-26,21732,25.0,2853.0,1.0,2.0,1.0,1.0,3.0,21.0,15.0,18.0
6019,2007-07-26,5777,25.0,2533.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,5.0
6020,2007-07-26,720822,25.0,2533.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6021,2007-07-26,42107,25.0,2533.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
6022,2007-07-27,65077,34.0,1258.0,1.0,3.0,1.0,1.0,0.0,3.0,4.0,1.0
6023,2007-07-27,22202,34.0,1258.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
6024,2007-07-27,75827,,,,,0.0,0.0,0.0,1.0,3.0,1.0
6025,2007-07-27,66077,34.0,1258.0,1.0,4.0,0.0,0.0,3.0,37.0,12.0,2.0
6026,2007-07-27,615302,,,,,0.0,0.0,0.0,0.0,7.0,0.0
6027,2007-07-27,301472,25.0,2533.0,1.0,1.0,6.0,3.0,9.0,44.0,59.0,15.0
6028,2007-07-27,906612,25.0,2603.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0
6029,2007-07-27,875187,19.0,2163.0,,0.0,2.0,0.0,0.0,3.0,0.0,0.0
6030,2007-07-27,98432,31.0,3198.0,1.0,1.0,2.0,1.0,8.0,10.0,1.0,1.0
6031,2007-07-27,642632,,,,,0.0,0.0,0.0,0.0,0.0,0.0
6032,2007-07-27,127542,13.0,1678.0,,,1.0,0.0,0.0,0.0,0.0,0.0
6033,2007-07-27,492977,25.0,2498.0,,,0.0,1.0,0.0,0.0,0.0,0.0
6034,2007-07-27,885652,7.0,603.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6035,2007-07-27,488762,25.0,2538.0,1.0,1.0,1.0,0.0,4.0,0.0,7.0,0.0
6036,2007-07-27,805252,25.0,4323.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6037,2007-07-27,492632,13.0,1578.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0
6038,2007-07-27,55552,25.0,2558.0,,,1.0,0.0,0.0,0.0,0.0,0.0
6039,2007-07-30,145857,25.0,2678.0,,0.0,3.0,3.0,1.0,3.0,2.0,1.0
6040,2007-07-30,119282,25.0,2523.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6041,2007-07-30,79192,25.0,2523.0,1.0,4.0,5.0,7.0,51.0,81.0,32.0,6.0
6042,2007-07-30,131112,31.0,3198.0,1.0,1.0,2.0,1.0,11.0,22.0,3.0,0.0
6043,2007-07-30,852692,,,1.0,,1.0,0.0,0.0,0.0,1.0,0.0
6044,2007-07-30,889197,25.0,2713.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0
6045,2007-07-30,709877,,,,,1.0,0.0,0.0,0.0,2.0,3.0
6046,2007-07-30,497457,25.0,2728.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
6047,2007-07-30,888697,25.0,2678.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
6048,2007-07-30,51677,25.0,2668.0,,,0.0,2.0,0.0,1.0,0.0,0.0
6049,2007-07-30,626187,13.0,1678.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
6050,2007-07-30,76757,19.0,2153.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0
6051,2007-07-30,8732,25.0,2713.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0
6052,2007-07-30,862167,7.0,653.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6053,2007-07-30,500382,22.0,3658.0,1.0,1.0,2.0,0.0,5.0,4.0,0.0,0.0
6054,2007-07-30,71127,25.0,2603.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6055,2007-07-30,860357,34.0,1258.0,1.0,1.0,1.0,0.0,3.0,19.0,1.0,0.0
6056,2007-07-30,69457,19.0,2153.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0
6057,2007-07-30,27157,1.0,1033.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6058,2007-07-30,66092,1.0,1033.0,1.0,3.0,1.0,2.0,4.0,11.0,3.0,6.0
6059,2007-07-30,917012,25.0,2678.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6060,2007-07-30,865267,19.0,2253.0,,,0.0,1.0,0.0,1.0,1.0,0.0
6061,2007-07-30,117422,25.0,2668.0,,,0.0,3.0,0.0,1.0,0.0,0.0
6062,2007-07-30,744982,13.0,1578.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6063,2007-07-30,36737,19.0,2253.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6064,2007-07-30,730127,25.0,2678.0,,,1.0,4.0,0.0,0.0,0.0,0.0
6065,2007-07-30,138567,25.0,2883.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0
6066,2007-07-30,353007,31.0,3048.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6067,2007-07-30,315992,,,,,1.0,0.0,0.0,1.0,2.0,1.0
6068,2007-07-30,717402,19.0,2163.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
6069,2007-07-30,87537,25.0,2678.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6070,2007-07-30,111537,7.0,803.0,1.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0
6071,2007-07-30,31592,7.0,528.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0
6072,2007-07-30,636757,25.0,2578.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0
6073,2007-07-30,887552,46.0,2298.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6074,2007-07-30,69032,25.0,2538.0,1.0,2.0,5.0,7.0,6.0,7.0,5.0,2.0
6075,2007-07-30,690307,19.0,2053.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0
6076,2007-07-30,14082,31.0,3028.0,,0.0,1.0,0.0,4.0,3.0,0.0,1.0
6077,2007-07-30,91257,31.0,3073.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6078,2007-07-30,13552,7.0,828.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
6079,2007-07-30,107602,25.0,2523.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
6080,2007-07-30,444932,31.0,3028.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0
6081,2007-07-30,643862,34.0,1258.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0
6082,2007-07-30,147857,25.0,2678.0,,0.0,2.0,10.0,0.0,0.0,0.0,0.0
6083,2007-07-30,49972,46.0,2298.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0
6084,2007-07-30,50092,25.0,2628.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6085,2007-07-30,81352,7.0,528.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6086,2007-07-30,765697,31.0,3273.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
6087,2007-07-30,135862,19.0,2053.0,,,1.0,2.0,1.0,0.0,0.0,0.0
6088,2007-07-30,97962,7.0,803.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6089,2007-07-30,92927,22.0,3658.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0
6090,2007-07-30,882472,1.0,1098.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
6091,2007-07-30,65782,1.0,1098.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0
6092,2007-07-30,827967,7.0,593.0,,,1.0,0.0,0.0,0.0,0.0,0.0
6093,2007-07-30,867367,19.0,2163.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
6094,2007-07-30,494752,19.0,2163.0,,,1.0,0.0,0.0,0.0,0.0,0.0
6095,2007-07-30,869977,19.0,2153.0,,,1.0,0.0,0.0,0.0,0.0,0.0
6096,2007-07-30,874497,7.0,803.0,,,0.0,1.0,4.0,3.0,0.0,0.0
6097,2007-07-30,701397,25.0,2853.0,,0.0,1.0,5.0,1.0,0.0,5.0,1.0
6098,2007-07-30,60082,34.0,1258.0,,0.0,0.0,2.0,0.0,1.0,0.0,1.0
6099,2007-07-30,887317,1.0,1033.0,1.0,1.0,1.0,0.0,1.0,2.0,10.0,7.0
6100,2007-07-30,144177,25.0,2523.0,1.0,1.0,1.0,0.0,8.0,9.0,12.0,11.0
6101,2007-07-30,745187,,,,,0.0,0.0,0.0,1.0,0.0,0.0
6102,2007-07-30,35132,13.0,1678.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
6103,2007-07-30,775402,7.0,653.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0
6104,2007-07-30,99072,46.0,2298.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
6105,2007-07-30,782002,,,1.0,,1.0,0.0,0.0,0.0,1.0,2.0
6106,2007-07-30,6392,46.0,2298.0,,,1.0,0.0,1.0,0.0,3.0,1.0
6107,2007-07-30,49097,25.0,2713.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0
6108,2007-07-30,15242,25.0,2533.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6109,2007-07-30,604692,19.0,2178.0,,,1.0,0.0,0.0,0.0,1.0,2.0
6110,2007-07-30,493697,19.0,2178.0,1.0,1.0,2.0,2.0,18.0,22.0,2.0,3.0
6111,2007-07-30,313557,7.0,803.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6112,2007-07-30,646977,25.0,2563.0,,0.0,1.0,3.0,1.0,0.0,0.0,0.0
6113,2007-07-30,720822,25.0,2533.0,1.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0
6114,2007-07-30,289377,25.0,2603.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,0.0
6115,2007-07-30,735097,19.0,2178.0,1.0,1.0,1.0,0.0,9.0,2.0,2.0,2.0
6116,2007-07-31,127397,25.0,2713.0,,,0.0,3.0,1.0,1.0,2.0,0.0
6117,2007-07-31,39632,25.0,2533.0,1.0,2.0,1.0,2.0,0.0,3.0,5.0,7.0
6118,2007-07-31,89127,25.0,2533.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6119,2007-07-31,65957,25.0,2558.0,1.0,4.0,0.0,1.0,2.0,13.0,20.0,6.0
6120,2007-07-31,882767,25.0,2773.0,1.0,1.0,1.0,0.0,3.0,11.0,5.0,2.0
6121,2007-07-31,4882,46.0,2298.0,1.0,3.0,1.0,2.0,0.0,1.0,4.0,0.0
6122,2007-07-31,57822,25.0,2558.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6123,2007-07-31,500472,13.0,1623.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6124,2007-07-31,2907,34.0,1258.0,1.0,1.0,0.0,2.0,0.0,3.0,7.0,5.0
6125,2007-07-31,9312,22.0,3658.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,0.0
6126,2007-07-31,79227,25.0,2768.0,,0.0,0.0,0.0,9.0,23.0,23.0,7.0
6127,2007-07-31,882242,25.0,2628.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6128,2007-07-31,37242,7.0,653.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
6129,2007-07-31,64942,13.0,1498.0,,,0.0,1.0,1.0,1.0,0.0,0.0
6130,2007-07-31,681742,19.0,2153.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0
6131,2007-07-31,96312,19.0,2153.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6132,2007-07-31,75052,1.0,998.0,1.0,3.0,3.0,0.0,2.0,2.0,1.0,5.0
6133,2007-07-31,778842,,,1.0,,0.0,1.0,1.0,1.0,0.0,0.0
6134,2007-07-31,120397,4.0,3508.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6135,2007-07-31,655457,25.0,2628.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0
6136,2007-07-31,12957,25.0,2603.0,1.0,2.0,4.0,13.0,25.0,7.0,9.0,1.0
6137,2007-07-31,72037,25.0,2713.0,1.0,2.0,3.0,9.0,8.0,5.0,6.0,0.0
6138,2007-07-31,877532,19.0,2163.0,,,0.0,1.0,0.0,0.0,0.0,0.0
6139,2007-07-31,314962,25.0,2523.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6140,2007-07-31,733502,13.0,1578.0,1.0,,1.0,0.0,1.0,0.0,0.0,0.0
6141,2007-07-31,37662,25.0,2628.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,4.0
6142,2007-07-31,897272,25.0,2558.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
6143,2007-07-31,29357,25.0,2603.0,,,0.0,1.0,1.0,0.0,0.0,0.0
6144,2007-07-31,23997,25.0,2628.0,,0.0,4.0,1.0,21.0,12.0,6.0,1.0
6145,2007-07-31,18067,34.0,1258.0,,2.0,0.0,1.0,0.0,0.0,0.0,0.0
6146,2007-07-31,19517,25.0,2668.0,1.0,1.0,4.0,6.0,1.0,0.0,1.0,0.0
6147,2007-07-31,9542,34.0,1428.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6148,2007-07-31,82797,1.0,1033.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
6149,2007-07-31,66092,1.0,1033.0,1.0,3.0,1.0,2.0,4.0,11.0,3.0,6.0
6150,2007-07-31,1192,1.0,1033.0,,0.0,1.0,0.0,2.0,1.0,1.0,2.0
6151,2007-07-31,10387,1.0,1038.0,1.0,3.0,2.0,2.0,2.0,8.0,21.0,2.0
6152,2007-07-31,293502,25.0,2603.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6153,2007-07-31,94237,187.0,2983.0,,0.0,1.0,2.0,6.0,1.0,0.0,0.0
6154,2007-07-31,869497,25.0,2628.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0
6155,2007-07-31,39392,31.0,3098.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0
6156,2007-07-31,923187,25.0,2678.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
6157,2007-07-31,67647,25.0,2678.0,1.0,2.0,4.0,10.0,14.0,15.0,10.0,5.0
6158,2007-07-31,31322,31.0,3028.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0
6159,2007-07-31,20117,25.0,2558.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
6160,2007-07-31,144767,34.0,1258.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0
6161,2007-07-31,90542,13.0,1528.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0
6162,2007-07-31,21132,25.0,2568.0,1.0,2.0,1.0,0.0,20.0,19.0,7.0,9.0
6163,2007-07-31,836667,25.0,2568.0,,,0.0,3.0,2.0,1.0,1.0,4.0
6164,2007-07-31,765297,,,,,0.0,0.0,0.0,0.0,0.0,0.0
6165,2007-07-31,574367,25.0,2568.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0
6166,2007-07-31,692407,25.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6167,2007-07-31,910772,25.0,2603.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6168,2007-07-31,622587,25.0,2533.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6169,2007-07-31,301472,25.0,2533.0,1.0,1.0,6.0,3.0,9.0,44.0,59.0,15.0
6170,2007-07-31,86212,19.0,2163.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0
6171,2007-07-31,764597,,,1.0,,1.0,0.0,1.0,0.0,1.0,0.0
6172,2007-07-31,144632,25.0,2848.0,,0.0,1.0,3.0,1.0,0.0,0.0,0.0
6173,2007-07-31,17707,25.0,2568.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
6174,2007-07-31,741847,25.0,2653.0,,,1.0,0.0,2.0,2.0,2.0,1.0
6175,2007-07-31,17782,31.0,3098.0,,,0.0,1.0,0.0,0.0,0.0,0.0
6176,2007-07-31,808267,19.0,2178.0,,0.0,3.0,1.0,2.0,8.0,0.0,1.0
6177,2007-07-31,88557,,,,,2.0,2.0,0.0,1.0,1.0,0.0
6178,2007-07-31,85862,25.0,2728.0,,1.0,9.0,14.0,0.0,5.0,14.0,6.0
6179,2007-07-31,493317,31.0,3048.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
6180,2007-07-31,730127,25.0,2678.0,,,1.0,4.0,0.0,0.0,0.0,0.0
6181,2007-07-31,66887,25.0,2813.0,,0.0,3.0,13.0,0.0,9.0,2.0,0.0
6182,2007-07-31,865067,25.0,2813.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,0.0
6183,2007-01-08,4762,7.0,593.0,1.0,2.0,2.0,0.0,1.0,2.0,6.0,0.0
6184,2007-01-08,807667,25.0,2523.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6185,2007-01-08,421337,25.0,2523.0,1.0,,0.0,1.0,0.0,0.0,2.0,0.0
6186,2007-01-08,67282,25.0,2578.0,1.0,2.0,3.0,2.0,7.0,4.0,5.0,5.0
6187,2007-01-08,98217,,,,,0.0,0.0,0.0,0.0,0.0,0.0
