id,granted,sponsor,grant_category,grant_value,date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15
4619,1,2B,10A,D ,2007-04-05,270210.0,70.0,270802.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,730104.0,60.0,730305.0,20.0,730107.0,20.0,0.0,0.0,0.0,0.0,14482.0,CHIEF_INVESTIGATOR,1975.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,64842.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2538.0,25.0,Yes ,>=0 to 5,4.0,1.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,0,56D,30C,A ,2007-04-05,280102.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700299.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668387.0,CHIEF_INVESTIGATOR,1975.0,Western Europe,Other,3073.0,31.0,,Less than 0,0.0,2.0,0.0,1.0,0.0,0.0,80057.0,CHIEF_INVESTIGATOR,1950.0,Australia,English,3073.0,31.0,Yes ,more than 15,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,0,2B,10A,D ,2007-04-05,260109.0,90.0,260301.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,780104.0,70.0,650103.0,20.0,671401.0,10.0,0.0,0.0,0.0,0.0,1012.0,CHIEF_INVESTIGATOR,1945.0,Australia,English,3123.0,31.0,Yes ,>5 to 10,1.0,0.0,11.0,2.0,15.0,0.0,80197.0,CHIEF_INVESTIGATOR,1950.0,Australia,English,3123.0,31.0,Yes ,>5 to 10,3.0,3.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,1,2B,10A,C ,2007-04-05,390403.0,40.0,390499.0,30.0,390111.0,30.0,0.0,0.0,0.0,0.0,750599.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43222.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,1.0,1.0,2.0,72177.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3658.0,22.0,Yes ,more than 15,2.0,1.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4623,1,2B,10A,G ,2007-04-05,279999.0,50.0,291104.0,30.0,290801.0,20.0,0.0,0.0,0.0,0.0,680501.0,50.0,660401.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,35867.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,1.0,2.0,0.0,0.0,1.0,6.0,11842.0,CHIEF_INVESTIGATOR,1960.0,Australia,English,1033.0,1.0,Yes ,>5 to 10,0.0,2.0,0.0,0.0,0.0,0.0,74002.0,CHIEF_INVESTIGATOR,1950.0,Australia,English,1098.0,1.0,,Less than 0,0.0,3.0,0.0,0.0,0.0,5.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4624,0,2B,10A,B ,2007-04-05,430101.0,60.0,430112.0,30.0,379901.0,10.0,0.0,0.0,0.0,0.0,750901.0,50.0,750104.0,30.0,750604.0,20.0,0.0,0.0,0.0,0.0,87202.0,CHIEF_INVESTIGATOR,1950.0,Australia,,653.0,7.0,,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,1,2B,10A,C ,2007-04-05,270703.0,80.0,270707.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,770903.0,70.0,770905.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,20357.0,PRINCIPAL_SUPERVISOR,1965.0,The Americas,English,3268.0,31.0,Yes ,>5 to 10,2.0,0.0,2.0,13.0,7.0,1.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,1,2B,10A,C ,2007-04-05,330399.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10997.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,Yes ,>5 to 10,1.0,0.0,0.0,0.0,6.0,0.0,8642.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,80692.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,Yes ,>10 to 15,2.0,3.0,1.0,4.0,3.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,0,244D,10A,C ,2007-04-05,300699.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620399.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65782.0,CHIEF_INVESTIGATOR,1950.0,Australia,,1098.0,1.0,Yes ,>5 to 10,1.0,1.0,0.0,0.0,1.0,2.0,35867.0,CHIEF_INVESTIGATOR,1960.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,1.0,2.0,0.0,0.0,0.0,0.0,20907.0,CHIEF_INVESTIGATOR,1975.0,Australia,,1098.0,1.0,,Less than 0,0.0,3.0,0.0,0.0,3.0,0.0,754067.0,CHIEF_INVESTIGATOR,1975.0,,,1098.0,1.0,,Less than 0,1.0,1.0,0.0,0.0,2.0,0.0,14832.0,DELEGATED_RESEARCHER,1975.0,Australia,,,1.0,,Less than 0,0.0,0.0,0.0,0.0,0.0,0.0,34447.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,1098.0,1.0,Yes ,>=0 to 5,1.0,2.0,0.0,0.0,0.0,0.0,21612.0,CHIEF_INVESTIGATOR,1950.0,Great Britain,,1098.0,1.0,,Less than 0,0.0,0.0,0.0,0.0,0.0,2.0,74002.0,CHIEF_INVESTIGATOR,1950.0,Australia,English,1098.0,1.0,,Less than 0,0.0,3.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4628,0,2B,10A,C ,2007-04-05,390114.0,50.0,390201.0,30.0,350204.0,20.0,0.0,0.0,0.0,0.0,750503.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92927.0,CHIEF_INVESTIGATOR,1965.0,Middle East and Africa,,3658.0,22.0,Yes ,>=0 to 5,0.0,1.0,1.0,0.0,4.0,1.0,752.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3658.0,22.0,Yes ,>10 to 15,1.0,2.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4629,1,2B,10A,D ,2007-04-05,240401.0,50.0,299904.0,40.0,410301.0,10.0,0.0,0.0,0.0,0.0,671404.0,60.0,671299.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,70682.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,more than 15,2.0,1.0,13.0,3.0,6.0,2.0,64807.0,CHIEF_INVESTIGATOR,1960.0,Australia,,3198.0,31.0,Yes ,more than 15,4.0,1.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,1,2B,10A,C ,2007-04-05,300602.0,60.0,270804.0,30.0,300699.0,10.0,0.0,0.0,0.0,0.0,780105.0,50.0,620303.0,40.0,620399.0,10.0,0.0,0.0,0.0,0.0,8012.0,CHIEF_INVESTIGATOR,1960.0,Western Europe,,1098.0,1.0,Yes ,>10 to 15,2.0,5.0,0.0,2.0,3.0,2.0,55677.0,CHIEF_INVESTIGATOR,1980.0,Australia,,1098.0,1.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,0,2B,10A,F ,2007-04-05,380106.0,70.0,330101.0,20.0,370103.0,10.0,0.0,0.0,0.0,0.0,750312.0,60.0,749904.0,20.0,750311.0,20.0,0.0,0.0,0.0,0.0,66957.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2558.0,25.0,Yes ,more than 15,1.0,1.0,0.0,3.0,6.0,2.0,67862.0,CHIEF_INVESTIGATOR,1950.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4632,0,2B,10A,E ,2007-04-05,280211.0,40.0,280210.0,40.0,230118.0,20.0,0.0,0.0,0.0,0.0,750203.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13812.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2178.0,19.0,Yes ,>5 to 10,0.0,2.0,1.0,0.0,6.0,0.0,75572.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2178.0,19.0,,Less than 0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4633,0,2B,10A,C ,2007-04-05,330107.0,40.0,330303.0,30.0,330299.0,30.0,0.0,0.0,0.0,0.0,749999.0,50.0,740201.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,14487.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2298.0,46.0,,>=0 to 5,1.0,4.0,0.0,1.0,1.0,3.0,80702.0,CHIEF_INVESTIGATOR,1940.0,Australia,,2298.0,46.0,Yes ,>=0 to 5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,1,2B,10A,E ,2007-04-05,290803.0,60.0,291003.0,30.0,291004.0,10.0,0.0,0.0,0.0,0.0,690102.0,70.0,700102.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,70457.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2253.0,19.0,,Less than 0,1.0,0.0,0.0,28.0,6.0,7.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4635,1,2B,10A,B ,2007-04-05,321204.0,40.0,400301.0,40.0,440104.0,20.0,0.0,0.0,0.0,0.0,730211.0,40.0,750202.0,40.0,750499.0,20.0,0.0,0.0,0.0,0.0,91092.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,528.0,7.0,Yes ,>=0 to 5,3.0,0.0,1.0,10.0,2.0,0.0,42932.0,CHIEF_INVESTIGATOR,1960.0,New Zealand,,803.0,7.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4636,0,2B,10A,G ,2007-04-05,430101.0,80.0,400303.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,750901.0,80.0,750802.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,82427.0,CHIEF_INVESTIGATOR,1955.0,Australia,,653.0,7.0,,more than 15,1.0,3.0,0.0,1.0,0.0,4.0,63137.0,CHIEF_INVESTIGATOR,1945.0,Australia,,653.0,7.0,Yes ,more than 15,0.0,2.0,0.0,0.0,0.0,0.0,63407.0,CHIEF_INVESTIGATOR,1950.0,Australia,,828.0,7.0,Yes ,more than 15,0.0,0.0,0.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4637,1,2B,10A,F ,2007-04-05,410102.0,60.0,370105.0,30.0,330399.0,10.0,0.0,0.0,0.0,0.0,750201.0,60.0,750312.0,30.0,749999.0,10.0,0.0,0.0,0.0,0.0,81992.0,CHIEF_INVESTIGATOR,1950.0,Australia,,528.0,7.0,,Less than 0,0.0,0.0,0.0,1.0,10.0,1.0,81847.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2298.0,46.0,Yes ,more than 15,0.0,0.0,0.0,0.0,0.0,0.0,41012.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2298.0,46.0,Yes ,Less than 0,0.0,0.0,0.0,0.0,4.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,0,2B,10A,F ,2007-04-05,420304.0,40.0,410303.0,40.0,350599.0,20.0,0.0,0.0,0.0,0.0,700199.0,40.0,750202.0,30.0,751099.0,30.0,0.0,0.0,0.0,0.0,46182.0,CHIEF_INVESTIGATOR,1955.0,Australia,,3703.0,10.0,Yes ,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0,55272.0,CHIEF_INVESTIGATOR,1970.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,140282.0,CHIEF_INVESTIGATOR,1955.0,Australia,,528.0,7.0,Yes ,>=0 to 5,0.0,1.0,8.0,14.0,22.0,1.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4639,0,2B,10A,B ,2007-04-05,290801.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680302.0,60.0,680202.0,20.0,680203.0,20.0,0.0,0.0,0.0,0.0,73017.0,CHIEF_INVESTIGATOR,1960.0,The Americas,,2103.0,19.0,Yes ,more than 15,1.0,5.0,5.0,2.0,4.0,6.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640,1,2B,10A,F ,2007-04-05,321214.0,40.0,370203.0,40.0,390403.0,20.0,0.0,0.0,0.0,0.0,730201.0,40.0,750312.0,30.0,750504.0,30.0,0.0,0.0,0.0,0.0,77392.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,Yes ,>5 to 10,0.0,0.0,0.0,0.0,0.0,0.0,36472.0,CHIEF_INVESTIGATOR,1955.0,Australia,,828.0,7.0,,>5 to 10,1.0,0.0,0.0,0.0,0.0,0.0,766222.0,CHIEF_INVESTIGATOR,1955.0,Australia,,978.0,25.0,Yes ,>=0 to 5,2.0,0.0,2.0,3.0,5.0,1.0,421337.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2523.0,25.0,Yes ,,0.0,1.0,0.0,0.0,4.0,1.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,0,2B,10A,D ,2007-04-05,259903.0,40.0,291401.0,40.0,250401.0,20.0,0.0,0.0,0.0,0.0,670702.0,50.0,670304.0,30.0,620106.0,20.0,0.0,0.0,0.0,0.0,20907.0,CHIEF_INVESTIGATOR,1975.0,Australia,,1098.0,1.0,,Less than 0,0.0,3.0,0.0,0.0,3.0,0.0,74002.0,CHIEF_INVESTIGATOR,1950.0,Australia,English,1098.0,1.0,,Less than 0,0.0,3.0,0.0,0.0,0.0,0.0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
