,Grant.Application.ID,SEO.Code,variable,value
14289,8053,730106.0,SEO.Percentage.2,40.0
14290,8053,780105.0,SEO.Percentage.1,20.0
14291,8054,670403.0,SEO.Percentage.1,50.0
14292,8054,780105.0,SEO.Percentage.2,50.0
14293,8055,730101.0,SEO.Percentage.2,80.0
14294,8055,730110.0,SEO.Percentage.3,15.0
14295,8055,670403.0,SEO.Percentage.1,5.0
14296,8056,730108.0,SEO.Percentage.1,90.0
14297,8056,730201.0,SEO.Percentage.2,10.0
14298,8057,730104.0,SEO.Percentage.1,100.0
14299,8058,730203.0,SEO.Percentage.2,35.0
14300,8058,730305.0,SEO.Percentage.3,30.0
14301,8058,730111.0,SEO.Percentage.1,35.0
14302,8059,730211.0,SEO.Percentage.1,50.0
14303,8059,730104.0,SEO.Percentage.2,50.0
14304,8060,730104.0,SEO.Percentage.1,100.0
14305,8061,730211.0,SEO.Percentage.1,100.0
14306,8062,730101.0,SEO.Percentage.1,95.0
14307,8062,670401.0,SEO.Percentage.2,5.0
14308,8063,730104.0,SEO.Percentage.1,100.0
14309,8064,730108.0,SEO.Percentage.1,50.0
14310,8064,780105.0,SEO.Percentage.2,50.0
14311,8065,730201.0,SEO.Percentage.3,10.0
14312,8065,730108.0,SEO.Percentage.1,85.0
14313,8065,730114.0,SEO.Percentage.2,5.0
14314,8066,730101.0,SEO.Percentage.1,50.0
14315,8066,730108.0,SEO.Percentage.2,50.0
14316,8067,780108.0,SEO.Percentage.1,40.0
14317,8067,730104.0,SEO.Percentage.2,30.0
14318,8067,730211.0,SEO.Percentage.3,30.0
14319,8068,730108.0,SEO.Percentage.1,100.0
14320,8069,730106.0,SEO.Percentage.1,30.0
14321,8069,730203.0,SEO.Percentage.2,30.0
14322,8069,730109.0,SEO.Percentage.4,5.0
14323,8069,780105.0,SEO.Percentage.5,15.0
14324,8069,730103.0,SEO.Percentage.3,20.0
14325,8070,730110.0,SEO.Percentage.1,100.0
14326,8071,730104.0,SEO.Percentage.1,80.0
14327,8071,780105.0,SEO.Percentage.2,20.0
14328,8072,730105.0,SEO.Percentage.1,40.0
14329,8072,730202.0,SEO.Percentage.2,30.0
14330,8072,730106.0,SEO.Percentage.4,10.0
14331,8072,730114.0,SEO.Percentage.3,20.0
14332,8073,730204.0,SEO.Percentage.2,20.0
14333,8073,730105.0,SEO.Percentage.1,60.0
14334,8073,730215.0,SEO.Percentage.3,20.0
14335,8074,730108.0,SEO.Percentage.2,50.0
14336,8074,670401.0,SEO.Percentage.1,50.0
14337,8075,730108.0,SEO.Percentage.1,100.0
14338,8076,730202.0,SEO.Percentage.2,30.0
14339,8076,730211.0,SEO.Percentage.1,70.0
14340,8077,730106.0,SEO.Percentage.1,100.0
14341,8078,730117.0,SEO.Percentage.2,50.0
14342,8078,730108.0,SEO.Percentage.1,50.0
14343,8079,730111.0,SEO.Percentage.1,30.0
14344,8079,780108.0,SEO.Percentage.5,10.0
14345,8079,780105.0,SEO.Percentage.4,10.0
14346,8079,730204.0,SEO.Percentage.2,30.0
14347,8079,730305.0,SEO.Percentage.3,20.0
14348,8080,730102.0,SEO.Percentage.2,50.0
14349,8080,730110.0,SEO.Percentage.1,50.0
14350,8081,730105.0,SEO.Percentage.3,30.0
14351,8081,730202.0,SEO.Percentage.4,10.0
14352,8081,730106.0,SEO.Percentage.1,50.0
14353,8081,730201.0,SEO.Percentage.2,10.0
14354,8082,730104.0,SEO.Percentage.1,100.0
14355,8083,670401.0,SEO.Percentage.1,100.0
14356,8084,730115.0,SEO.Percentage.1,30.0
14357,8084,730106.0,SEO.Percentage.2,30.0
14358,8084,730107.0,SEO.Percentage.3,20.0
14359,8084,730111.0,SEO.Percentage.4,20.0
14360,8085,730104.0,SEO.Percentage.3,10.0
14361,8085,730101.0,SEO.Percentage.2,15.0
14362,8085,730113.0,SEO.Percentage.1,75.0
14363,8086,670402.0,SEO.Percentage.2,20.0
14364,8086,670403.0,SEO.Percentage.1,80.0
14365,8087,730102.0,SEO.Percentage.1,10.0
14366,8087,670403.0,SEO.Percentage.3,10.0
14367,8087,730110.0,SEO.Percentage.2,80.0
14368,8088,730106.0,SEO.Percentage.2,20.0
14369,8088,730110.0,SEO.Percentage.1,80.0
14370,8089,730118.0,SEO.Percentage.2,50.0
14371,8089,730107.0,SEO.Percentage.1,50.0
14372,8090,670403.0,SEO.Percentage.3,10.0
14373,8090,780105.0,SEO.Percentage.4,20.0
14374,8090,730211.0,SEO.Percentage.1,40.0
14375,8090,730104.0,SEO.Percentage.2,30.0
14376,8091,730105.0,SEO.Percentage.2,20.0
14377,8091,730104.0,SEO.Percentage.3,20.0
14378,8091,730213.0,SEO.Percentage.1,40.0
14379,8091,670401.0,SEO.Percentage.4,20.0
14380,8092,730108.0,SEO.Percentage.1,100.0
14381,8093,730102.0,SEO.Percentage.2,50.0
14382,8093,730101.0,SEO.Percentage.1,50.0
14383,8094,730108.0,SEO.Percentage.1,50.0
14384,8094,780105.0,SEO.Percentage.2,50.0
14385,8095,730218.0,SEO.Percentage.1,70.0
14386,8095,730219.0,SEO.Percentage.2,20.0
14387,8095,730299.0,SEO.Percentage.3,10.0
14388,8096,730108.0,SEO.Percentage.1,50.0
14389,8096,730102.0,SEO.Percentage.2,50.0
14390,8097,670402.0,SEO.Percentage.1,100.0
14391,8098,730211.0,SEO.Percentage.1,100.0
14392,8099,730106.0,SEO.Percentage.1,100.0
14393,8100,730104.0,SEO.Percentage.1,50.0
14394,8100,730205.0,SEO.Percentage.2,50.0
14395,8101,730302.0,SEO.Percentage.1,40.0
14396,8101,730108.0,SEO.Percentage.2,40.0
14397,8101,730201.0,SEO.Percentage.3,20.0
14398,8102,670401.0,SEO.Percentage.1,80.0
14399,8102,730102.0,SEO.Percentage.2,20.0
14400,8103,730106.0,SEO.Percentage.1,100.0
14401,8104,670403.0,SEO.Percentage.2,20.0
14402,8104,730108.0,SEO.Percentage.1,80.0
14403,8105,730104.0,SEO.Percentage.1,90.0
14404,8105,730205.0,SEO.Percentage.2,10.0
14405,8106,730106.0,SEO.Percentage.1,100.0
14406,8107,730104.0,SEO.Percentage.1,100.0
14407,8108,670403.0,SEO.Percentage.4,20.0
14408,8108,730113.0,SEO.Percentage.1,70.0
14409,8108,730215.0,SEO.Percentage.3,5.0
14410,8108,730204.0,SEO.Percentage.2,5.0
14411,8109,730108.0,SEO.Percentage.1,100.0
14412,8110,730114.0,SEO.Percentage.1,100.0
14413,8111,730108.0,SEO.Percentage.1,80.0
14414,8111,730213.0,SEO.Percentage.2,10.0
14415,8111,730299.0,SEO.Percentage.3,10.0
14416,8112,730114.0,SEO.Percentage.1,40.0
14417,8112,730303.0,SEO.Percentage.2,60.0
14418,8113,730299.0,SEO.Percentage.3,50.0
14419,8113,730101.0,SEO.Percentage.1,25.0
14420,8113,730204.0,SEO.Percentage.2,25.0
14421,8114,730111.0,SEO.Percentage.1,100.0
14422,8115,730105.0,SEO.Percentage.1,20.0
14423,8115,730106.0,SEO.Percentage.2,80.0
14424,8116,730118.0,SEO.Percentage.1,75.0
14425,8116,730107.0,SEO.Percentage.2,25.0
14426,8117,730204.0,SEO.Percentage.2,10.0
14427,8117,780105.0,SEO.Percentage.3,5.0
14428,8117,730107.0,SEO.Percentage.1,85.0
14429,8118,730108.0,SEO.Percentage.1,70.0
14430,8118,730113.0,SEO.Percentage.2,30.0
14431,8119,730101.0,SEO.Percentage.2,50.0
14432,8119,670401.0,SEO.Percentage.1,50.0
14433,8120,730104.0,SEO.Percentage.1,100.0
14434,8121,730101.0,SEO.Percentage.1,70.0
14435,8121,780105.0,SEO.Percentage.2,20.0
14436,8121,670403.0,SEO.Percentage.3,10.0
14437,8122,670401.0,SEO.Percentage.1,50.0
14438,8122,730108.0,SEO.Percentage.2,30.0
14439,8122,670402.0,SEO.Percentage.3,20.0
14440,8123,700299.0,SEO.Percentage.1,60.0
14441,8123,730301.0,SEO.Percentage.2,20.0
14442,8123,730110.0,SEO.Percentage.3,20.0
14443,8124,730305.0,SEO.Percentage.3,30.0
14444,8124,730213.0,SEO.Percentage.2,30.0
14445,8124,730102.0,SEO.Percentage.1,40.0
14446,8125,780105.0,SEO.Percentage.1,100.0
14447,8126,730114.0,SEO.Percentage.2,10.0
14448,8126,730108.0,SEO.Percentage.1,90.0
14449,8127,670403.0,SEO.Percentage.2,10.0
14450,8127,730106.0,SEO.Percentage.1,90.0
14451,8128,730101.0,SEO.Percentage.1,40.0
14452,8128,730307.0,SEO.Percentage.3,20.0
14453,8128,730212.0,SEO.Percentage.2,40.0
14454,8129,730108.0,SEO.Percentage.1,80.0
14455,8129,730201.0,SEO.Percentage.2,20.0
14456,8130,730220.0,SEO.Percentage.2,50.0
14457,8130,730104.0,SEO.Percentage.1,50.0
14458,8131,670402.0,SEO.Percentage.1,100.0
14459,8132,730105.0,SEO.Percentage.4,10.0
14460,8132,730203.0,SEO.Percentage.1,40.0
14461,8132,730213.0,SEO.Percentage.3,20.0
14462,8132,730306.0,SEO.Percentage.2,30.0
14463,8133,780105.0,SEO.Percentage.3,5.0
14464,8133,730211.0,SEO.Percentage.2,20.0
14465,8133,730104.0,SEO.Percentage.1,70.0
14466,8133,670402.0,SEO.Percentage.4,5.0
14467,8134,730211.0,SEO.Percentage.3,70.0
14468,8134,730219.0,SEO.Percentage.2,15.0
14469,8134,730201.0,SEO.Percentage.1,15.0
14470,8135,730115.0,SEO.Percentage.2,50.0
14471,8135,730105.0,SEO.Percentage.1,50.0
14472,8136,730108.0,SEO.Percentage.1,100.0
14473,8137,730116.0,SEO.Percentage.2,30.0
14474,8137,730105.0,SEO.Percentage.1,30.0
14475,8137,730118.0,SEO.Percentage.3,40.0
14476,8138,670401.0,SEO.Percentage.2,20.0
14477,8138,730101.0,SEO.Percentage.1,60.0
14478,8138,780105.0,SEO.Percentage.3,20.0
14479,8139,671402.0,SEO.Percentage.2,20.0
14480,8139,730308.0,SEO.Percentage.4,10.0
14481,8139,671401.0,SEO.Percentage.3,10.0
14482,8139,730108.0,SEO.Percentage.1,60.0
14483,8140,730104.0,SEO.Percentage.1,100.0
14484,8141,730211.0,SEO.Percentage.2,25.0
14485,8141,730203.0,SEO.Percentage.1,25.0
14486,8141,670402.0,SEO.Percentage.3,50.0
14487,8142,730106.0,SEO.Percentage.1,67.0
14488,8142,730115.0,SEO.Percentage.2,33.0
14489,8143,730108.0,SEO.Percentage.1,90.0
14490,8143,730201.0,SEO.Percentage.2,10.0
14491,8144,730113.0,SEO.Percentage.1,60.0
14492,8144,670403.0,SEO.Percentage.2,20.0
14493,8144,730109.0,SEO.Percentage.3,20.0
14494,8145,730115.0,SEO.Percentage.2,40.0
14495,8145,730107.0,SEO.Percentage.1,30.0
14496,8145,670403.0,SEO.Percentage.3,30.0
14497,8146,730106.0,SEO.Percentage.2,50.0
14498,8146,730104.0,SEO.Percentage.1,50.0
14499,8147,780106.0,SEO.Percentage.1,100.0
14500,8148,730113.0,SEO.Percentage.1,100.0
14501,8149,730115.0,SEO.Percentage.3,30.0
14502,8149,730104.0,SEO.Percentage.2,35.0
14503,8149,730106.0,SEO.Percentage.1,35.0
14504,8150,730102.0,SEO.Percentage.1,50.0
14505,8150,730104.0,SEO.Percentage.2,50.0
14506,8151,730104.0,SEO.Percentage.1,100.0
14507,8152,780105.0,SEO.Percentage.2,50.0
14508,8152,730111.0,SEO.Percentage.1,50.0
14509,8153,671401.0,SEO.Percentage.3,40.0
14510,8153,730108.0,SEO.Percentage.1,30.0
14511,8153,670403.0,SEO.Percentage.2,30.0
14512,8154,730106.0,SEO.Percentage.2,50.0
14513,8154,730105.0,SEO.Percentage.1,50.0
14514,8155,730203.0,SEO.Percentage.2,20.0
14515,8155,730104.0,SEO.Percentage.1,40.0
14516,8155,730199.0,SEO.Percentage.3,40.0
14517,8156,730101.0,SEO.Percentage.3,10.0
14518,8156,730102.0,SEO.Percentage.2,40.0
14519,8156,780105.0,SEO.Percentage.1,50.0
14520,8157,730108.0,SEO.Percentage.1,100.0
14521,8158,730107.0,SEO.Percentage.2,50.0
14522,8158,730108.0,SEO.Percentage.1,50.0
14523,8159,730105.0,SEO.Percentage.2,40.0
14524,8159,670403.0,SEO.Percentage.3,20.0
14525,8159,730109.0,SEO.Percentage.1,40.0
14526,8160,730106.0,SEO.Percentage.1,50.0
14527,8160,730105.0,SEO.Percentage.2,50.0
14528,8161,730106.0,SEO.Percentage.2,10.0
14529,8161,730105.0,SEO.Percentage.1,90.0
14530,8162,730114.0,SEO.Percentage.1,100.0
14531,8163,730211.0,SEO.Percentage.1,100.0
14532,8164,730211.0,SEO.Percentage.1,100.0
14533,8165,730102.0,SEO.Percentage.2,20.0
14534,8165,780105.0,SEO.Percentage.1,70.0
14535,8165,730101.0,SEO.Percentage.3,10.0
14536,8166,730108.0,SEO.Percentage.1,50.0
14537,8166,670403.0,SEO.Percentage.2,50.0
14538,8167,730104.0,SEO.Percentage.2,50.0
14539,8167,780105.0,SEO.Percentage.3,40.0
14540,8167,670403.0,SEO.Percentage.1,10.0
14541,8168,730114.0,SEO.Percentage.3,20.0
14542,8168,730202.0,SEO.Percentage.2,30.0
14543,8168,730106.0,SEO.Percentage.4,10.0
14544,8168,730105.0,SEO.Percentage.1,40.0
14545,8169,730104.0,SEO.Percentage.1,100.0
14546,8170,730110.0,SEO.Percentage.3,10.0
14547,8170,670402.0,SEO.Percentage.2,10.0
14548,8170,670401.0,SEO.Percentage.1,80.0
14549,8171,671402.0,SEO.Percentage.2,20.0
14550,8171,730108.0,SEO.Percentage.1,60.0
14551,8171,671401.0,SEO.Percentage.3,10.0
14552,8171,730308.0,SEO.Percentage.4,10.0
14553,8172,730101.0,SEO.Percentage.1,60.0
14554,8172,780105.0,SEO.Percentage.2,40.0
14555,8173,730101.0,SEO.Percentage.1,50.0
14556,8173,670401.0,SEO.Percentage.2,25.0
14557,8173,670403.0,SEO.Percentage.3,25.0
14558,8174,730106.0,SEO.Percentage.1,100.0
14559,8175,730109.0,SEO.Percentage.1,60.0
14560,8175,780105.0,SEO.Percentage.2,40.0
14561,8176,730108.0,SEO.Percentage.1,75.0
14562,8176,780105.0,SEO.Percentage.2,25.0
14563,8177,730113.0,SEO.Percentage.3,20.0
14564,8177,730206.0,SEO.Percentage.4,5.0
14565,8177,730108.0,SEO.Percentage.1,35.0
14566,8177,730203.0,SEO.Percentage.5,5.0
14567,8177,730101.0,SEO.Percentage.2,35.0
14568,8178,730106.0,SEO.Percentage.1,100.0
14569,8179,730106.0,SEO.Percentage.2,50.0
14570,8179,730104.0,SEO.Percentage.1,50.0
14571,8180,730105.0,SEO.Percentage.1,20.0
14572,8180,730106.0,SEO.Percentage.2,30.0
14573,8180,730108.0,SEO.Percentage.3,30.0
14574,8180,730111.0,SEO.Percentage.4,20.0
14575,8181,730201.0,SEO.Percentage.2,10.0
14576,8181,730106.0,SEO.Percentage.1,80.0
14577,8181,730202.0,SEO.Percentage.3,10.0
14578,8182,730106.0,SEO.Percentage.1,30.0
14579,8182,730203.0,SEO.Percentage.3,20.0
14580,8182,730211.0,SEO.Percentage.4,20.0
14581,8182,730201.0,SEO.Percentage.2,30.0
14582,8183,730108.0,SEO.Percentage.1,100.0
14583,8184,730106.0,SEO.Percentage.1,100.0
14584,8185,730104.0,SEO.Percentage.1,100.0
14585,8186,769999.0,SEO.Percentage.2,25.0
14586,8186,780104.0,SEO.Percentage.3,25.0
14587,8186,770101.0,SEO.Percentage.1,50.0
14588,8187,730110.0,SEO.Percentage.1,90.0
14589,8187,780105.0,SEO.Percentage.2,10.0
14590,8188,730107.0,SEO.Percentage.2,50.0
14591,8188,730114.0,SEO.Percentage.1,50.0
14592,8189,730109.0,SEO.Percentage.2,30.0
14593,8189,730108.0,SEO.Percentage.1,60.0
14594,8189,730117.0,SEO.Percentage.3,10.0
14595,8190,730214.0,SEO.Percentage.3,30.0
14596,8190,730112.0,SEO.Percentage.2,30.0
14597,8190,730102.0,SEO.Percentage.1,40.0
14598,8191,730210.0,SEO.Percentage.1,100.0
14599,8192,730299.0,SEO.Percentage.2,50.0
14600,8192,730199.0,SEO.Percentage.1,50.0
14601,8193,730303.0,SEO.Percentage.2,50.0
14602,8193,730203.0,SEO.Percentage.1,50.0
14603,8194,730204.0,SEO.Percentage.1,30.0
14604,8194,730114.0,SEO.Percentage.5,20.0
14605,8194,730213.0,SEO.Percentage.4,15.0
14606,8194,730220.0,SEO.Percentage.2,5.0
14607,8194,730105.0,SEO.Percentage.3,30.0
14608,8195,730101.0,SEO.Percentage.1,40.0
14609,8195,730213.0,SEO.Percentage.2,60.0
14610,8196,730114.0,SEO.Percentage.3,20.0
14611,8196,730202.0,SEO.Percentage.2,30.0
14612,8196,730105.0,SEO.Percentage.1,40.0
14613,8196,730106.0,SEO.Percentage.4,10.0
14614,8197,730202.0,SEO.Percentage.1,40.0
14615,8197,730101.0,SEO.Percentage.2,60.0
14616,8198,670403.0,SEO.Percentage.3,30.0
14617,8198,730204.0,SEO.Percentage.2,40.0
14618,8198,730108.0,SEO.Percentage.1,30.0
14619,8199,730108.0,SEO.Percentage.1,100.0
14620,8200,730103.0,SEO.Percentage.3,20.0
14621,8200,730107.0,SEO.Percentage.4,10.0
14622,8200,780105.0,SEO.Percentage.5,10.0
14623,8200,730102.0,SEO.Percentage.1,30.0
14624,8200,730108.0,SEO.Percentage.2,30.0
14625,8201,730104.0,SEO.Percentage.1,80.0
14626,8201,730205.0,SEO.Percentage.2,20.0
14627,8202,780108.0,SEO.Percentage.2,20.0
14628,8202,730111.0,SEO.Percentage.1,80.0
14629,8203,730203.0,SEO.Percentage.1,10.0
14630,8203,730102.0,SEO.Percentage.3,45.0
14631,8203,730108.0,SEO.Percentage.2,45.0
14632,8204,730220.0,SEO.Percentage.5,5.0
14633,8204,730106.0,SEO.Percentage.2,25.0
14634,8204,730104.0,SEO.Percentage.3,20.0
14635,8204,730203.0,SEO.Percentage.4,10.0
14636,8204,670403.0,SEO.Percentage.1,40.0
14637,8205,730199.0,SEO.Percentage.1,50.0
14638,8205,730299.0,SEO.Percentage.2,50.0
14639,8206,730108.0,SEO.Percentage.1,100.0
14640,8207,730113.0,SEO.Percentage.2,20.0
14641,8207,730101.0,SEO.Percentage.1,80.0
14642,8208,730220.0,SEO.Percentage.2,10.0
14643,8208,730202.0,SEO.Percentage.3,25.0
14644,8208,730201.0,SEO.Percentage.4,25.0
14645,8208,730213.0,SEO.Percentage.1,15.0
14646,8208,730205.0,SEO.Percentage.5,25.0
14647,8209,670403.0,SEO.Percentage.2,30.0
14648,8209,730105.0,SEO.Percentage.3,20.0
14649,8209,730101.0,SEO.Percentage.1,50.0
14650,8210,730116.0,SEO.Percentage.2,50.0
14651,8210,730202.0,SEO.Percentage.1,50.0
14652,8211,730211.0,SEO.Percentage.2,30.0
14653,8211,730104.0,SEO.Percentage.1,70.0
14654,8212,730106.0,SEO.Percentage.1,100.0
14655,8213,730108.0,SEO.Percentage.1,100.0
14656,8214,670403.0,SEO.Percentage.1,40.0
14657,8214,670402.0,SEO.Percentage.2,30.0
14658,8214,730108.0,SEO.Percentage.3,30.0
14659,8215,730211.0,SEO.Percentage.1,100.0
14660,8216,730103.0,SEO.Percentage.2,50.0
14661,8216,730118.0,SEO.Percentage.1,50.0
14662,8217,730106.0,SEO.Percentage.1,90.0
14663,8217,670403.0,SEO.Percentage.2,10.0
14664,8218,780108.0,SEO.Percentage.3,25.0
14665,8218,730211.0,SEO.Percentage.2,25.0
14666,8218,730106.0,SEO.Percentage.1,50.0
14667,8219,730106.0,SEO.Percentage.1,100.0
14668,8220,670402.0,SEO.Percentage.1,30.0
14669,8220,730201.0,SEO.Percentage.3,20.0
14670,8220,730108.0,SEO.Percentage.2,50.0
14671,8221,670401.0,SEO.Percentage.1,50.0
14672,8221,730108.0,SEO.Percentage.2,50.0
14673,8222,730108.0,SEO.Percentage.1,100.0
14674,8223,780103.0,SEO.Percentage.1,100.0
14675,8224,730103.0,SEO.Percentage.1,65.0
14676,8224,730108.0,SEO.Percentage.2,35.0
14677,8225,730211.0,SEO.Percentage.1,100.0
14678,8226,730104.0,SEO.Percentage.1,100.0
14679,8227,730213.0,SEO.Percentage.4,15.0
14680,8227,730114.0,SEO.Percentage.3,15.0
14681,8227,730203.0,SEO.Percentage.5,30.0
14682,8227,670402.0,SEO.Percentage.1,5.0
14683,8227,730105.0,SEO.Percentage.2,35.0
14684,8228,730104.0,SEO.Percentage.2,30.0
14685,8228,730108.0,SEO.Percentage.1,70.0
14686,8229,730102.0,SEO.Percentage.3,40.0
14687,8229,730103.0,SEO.Percentage.1,30.0
14688,8229,730108.0,SEO.Percentage.2,30.0
14689,8230,730108.0,SEO.Percentage.2,10.0
14690,8230,730118.0,SEO.Percentage.4,10.0
14691,8230,730102.0,SEO.Percentage.1,70.0
14692,8230,730105.0,SEO.Percentage.3,10.0
14693,8231,730106.0,SEO.Percentage.1,100.0
14694,8232,730106.0,SEO.Percentage.1,100.0
14695,8233,730211.0,SEO.Percentage.3,25.0
14696,8233,730107.0,SEO.Percentage.4,10.0
14697,8233,730203.0,SEO.Percentage.2,25.0
14698,8233,730104.0,SEO.Percentage.1,25.0
14699,8233,780105.0,SEO.Percentage.5,15.0
14700,8234,730306.0,SEO.Percentage.3,25.0
14701,8234,730213.0,SEO.Percentage.2,25.0
14702,8234,730105.0,SEO.Percentage.1,50.0
14703,8235,730201.0,SEO.Percentage.2,20.0
14704,8235,730108.0,SEO.Percentage.1,80.0
14705,8236,780105.0,SEO.Percentage.1,100.0
14706,8237,730211.0,SEO.Percentage.2,50.0
14707,8237,730104.0,SEO.Percentage.1,50.0
14708,8238,730116.0,SEO.Percentage.1,100.0
14709,8239,730101.0,SEO.Percentage.1,80.0
14710,8239,730113.0,SEO.Percentage.2,20.0
14711,8240,671402.0,SEO.Percentage.1,50.0
14712,8240,730108.0,SEO.Percentage.2,50.0
14713,8241,730305.0,SEO.Percentage.2,20.0
14714,8241,730106.0,SEO.Percentage.1,80.0
14715,8242,730114.0,SEO.Percentage.1,100.0
14716,8243,730104.0,SEO.Percentage.1,50.0
14717,8243,780105.0,SEO.Percentage.2,50.0
14718,8244,730106.0,SEO.Percentage.1,100.0
14719,8245,730104.0,SEO.Percentage.1,100.0
14720,8246,730106.0,SEO.Percentage.2,40.0
14721,8246,670403.0,SEO.Percentage.1,20.0
14722,8246,730105.0,SEO.Percentage.3,40.0
14723,8247,780105.0,SEO.Percentage.2,50.0
14724,8247,730108.0,SEO.Percentage.1,50.0
14725,8248,730108.0,SEO.Percentage.1,100.0
14726,8249,730114.0,SEO.Percentage.1,60.0
14727,8249,730201.0,SEO.Percentage.2,40.0
14728,8250,780105.0,SEO.Percentage.2,50.0
14729,8250,730104.0,SEO.Percentage.1,50.0
14730,8251,730108.0,SEO.Percentage.1,80.0
14731,8251,730213.0,SEO.Percentage.2,10.0
14732,8251,730299.0,SEO.Percentage.3,10.0
14733,8252,730106.0,SEO.Percentage.4,20.0
14734,8252,730115.0,SEO.Percentage.5,20.0
14735,8252,730201.0,SEO.Percentage.3,20.0
14736,8252,730215.0,SEO.Percentage.2,20.0
14737,8252,730204.0,SEO.Percentage.1,20.0
14738,8253,730102.0,SEO.Percentage.1,100.0
14739,8254,730108.0,SEO.Percentage.1,100.0
14740,8255,730306.0,SEO.Percentage.3,20.0
14741,8255,730217.0,SEO.Percentage.2,20.0
14742,8255,730101.0,SEO.Percentage.1,60.0
14743,8256,780105.0,SEO.Percentage.2,50.0
14744,8256,730102.0,SEO.Percentage.1,50.0
14745,8257,730111.0,SEO.Percentage.1,100.0
14746,8258,730101.0,SEO.Percentage.1,50.0
14747,8258,670401.0,SEO.Percentage.2,50.0
14748,8259,730203.0,SEO.Percentage.2,20.0
14749,8259,730106.0,SEO.Percentage.1,80.0
14750,8260,730201.0,SEO.Percentage.2,10.0
14751,8260,730202.0,SEO.Percentage.3,10.0
14752,8260,730106.0,SEO.Percentage.1,80.0
14753,8261,730105.0,SEO.Percentage.1,100.0
14754,8262,780108.0,SEO.Percentage.1,50.0
14755,8262,730210.0,SEO.Percentage.2,50.0
14756,8263,730106.0,SEO.Percentage.1,100.0
14757,8264,780105.0,SEO.Percentage.2,40.0
14758,8264,730111.0,SEO.Percentage.1,60.0
14759,8265,730118.0,SEO.Percentage.2,40.0
14760,8265,670403.0,SEO.Percentage.3,20.0
14761,8265,730107.0,SEO.Percentage.1,40.0
14762,8266,730108.0,SEO.Percentage.1,100.0
14763,8267,730106.0,SEO.Percentage.2,30.0
14764,8267,730215.0,SEO.Percentage.3,10.0
14765,8267,730114.0,SEO.Percentage.1,50.0
14766,8267,730299.0,SEO.Percentage.5,5.0
14767,8267,730213.0,SEO.Percentage.4,5.0
14768,8268,730101.0,SEO.Percentage.1,20.0
14769,8268,730102.0,SEO.Percentage.3,25.0
14770,8268,780105.0,SEO.Percentage.5,5.0
14771,8268,670401.0,SEO.Percentage.4,20.0
14772,8268,730110.0,SEO.Percentage.2,30.0
14773,8269,730201.0,SEO.Percentage.2,30.0
14774,8269,730203.0,SEO.Percentage.1,70.0
14775,8270,730305.0,SEO.Percentage.2,40.0
14776,8270,730111.0,SEO.Percentage.1,60.0
14777,8271,730303.0,SEO.Percentage.1,100.0
14778,8272,730206.0,SEO.Percentage.3,10.0
14779,8272,730203.0,SEO.Percentage.2,10.0
14780,8272,730215.0,SEO.Percentage.1,70.0
14781,8272,730105.0,SEO.Percentage.4,10.0
14782,8273,730104.0,SEO.Percentage.1,80.0
14783,8273,730303.0,SEO.Percentage.2,20.0
14784,8274,730109.0,SEO.Percentage.2,50.0
14785,8274,730305.0,SEO.Percentage.1,50.0
14786,8275,670403.0,SEO.Percentage.2,40.0
14787,8275,780105.0,SEO.Percentage.1,20.0
14788,8275,730104.0,SEO.Percentage.3,40.0
14789,8276,730106.0,SEO.Percentage.1,100.0
14790,8277,730104.0,SEO.Percentage.1,100.0
14791,8278,730102.0,SEO.Percentage.1,50.0
14792,8278,730113.0,SEO.Percentage.2,50.0
14793,8279,730113.0,SEO.Percentage.1,100.0
14794,8280,730110.0,SEO.Percentage.1,100.0
14795,8281,730107.0,SEO.Percentage.4,10.0
14796,8281,730211.0,SEO.Percentage.2,20.0
14797,8281,780105.0,SEO.Percentage.3,10.0
14798,8281,730104.0,SEO.Percentage.1,60.0
14799,8282,730203.0,SEO.Percentage.2,10.0
14800,8282,730114.0,SEO.Percentage.1,70.0
14801,8282,730201.0,SEO.Percentage.3,10.0
14802,8282,730202.0,SEO.Percentage.4,10.0
14803,8283,780108.0,SEO.Percentage.2,30.0
14804,8283,730305.0,SEO.Percentage.3,30.0
14805,8283,730204.0,SEO.Percentage.1,40.0
14806,8284,730106.0,SEO.Percentage.1,35.0
14807,8284,730104.0,SEO.Percentage.2,35.0
14808,8284,730115.0,SEO.Percentage.3,30.0
14809,8285,780105.0,SEO.Percentage.2,50.0
14810,8285,730108.0,SEO.Percentage.1,50.0
14811,8286,730211.0,SEO.Percentage.1,100.0
14812,8287,730108.0,SEO.Percentage.1,100.0
14813,8288,730108.0,SEO.Percentage.1,100.0
14814,8289,730109.0,SEO.Percentage.2,25.0
14815,8289,730307.0,SEO.Percentage.3,25.0
14816,8289,730201.0,SEO.Percentage.1,50.0
14817,8290,730110.0,SEO.Percentage.1,80.0
14818,8290,780105.0,SEO.Percentage.2,20.0
14819,8291,730210.0,SEO.Percentage.1,10.0
14820,8291,730110.0,SEO.Percentage.2,50.0
14821,8291,730102.0,SEO.Percentage.3,10.0
14822,8291,730213.0,SEO.Percentage.5,10.0
14823,8291,730203.0,SEO.Percentage.4,20.0
14824,8292,730113.0,SEO.Percentage.3,15.0
14825,8292,670403.0,SEO.Percentage.1,5.0
