,id,RFCD.Code,variable,value
9396,5438,390108.0,RFCD.Percentage.1,50.0
9397,5438,390305.0,RFCD.Percentage.2,50.0
9398,5439,240302.0,RFCD.Percentage.1,100.0
9399,5440,280101.0,RFCD.Percentage.2,40.0
9400,5440,280102.0,RFCD.Percentage.1,50.0
9401,5440,280106.0,RFCD.Percentage.3,10.0
9402,5441,310105.0,RFCD.Percentage.2,40.0
9403,5441,430203.0,RFCD.Percentage.1,40.0
9404,5441,280103.0,RFCD.Percentage.3,20.0
9405,5442,290699.0,RFCD.Percentage.3,30.0
9406,5442,291801.0,RFCD.Percentage.2,30.0
9407,5442,291804.0,RFCD.Percentage.1,40.0
9408,5443,280207.0,RFCD.Percentage.2,40.0
9409,5443,280212.0,RFCD.Percentage.1,60.0
9410,5444,420304.0,RFCD.Percentage.2,40.0
9411,5444,430101.0,RFCD.Percentage.1,60.0
9412,5445,260109.0,RFCD.Percentage.1,100.0
9413,5446,420220.0,RFCD.Percentage.1,40.0
9414,5446,420122.0,RFCD.Percentage.3,20.0
9415,5446,430102.0,RFCD.Percentage.2,40.0
9416,5447,340299.0,RFCD.Percentage.3,20.0
9417,5447,340207.0,RFCD.Percentage.1,60.0
9418,5447,340204.0,RFCD.Percentage.2,20.0
9419,5448,290901.0,RFCD.Percentage.1,60.0
9420,5448,230119.0,RFCD.Percentage.2,40.0
9421,5449,250302.0,RFCD.Percentage.1,70.0
9422,5449,270108.0,RFCD.Percentage.2,30.0
9423,5450,291804.0,RFCD.Percentage.3,10.0
9424,5450,240401.0,RFCD.Percentage.2,30.0
9425,5450,291702.0,RFCD.Percentage.1,60.0
9426,5451,380304.0,RFCD.Percentage.2,40.0
9427,5451,280203.0,RFCD.Percentage.3,20.0
9428,5451,380102.0,RFCD.Percentage.1,40.0
9429,5452,390105.0,RFCD.Percentage.1,100.0
9430,5453,270299.0,RFCD.Percentage.1,50.0
9431,5453,320603.0,RFCD.Percentage.2,50.0
9432,5454,270205.0,RFCD.Percentage.3,30.0
9433,5454,270106.0,RFCD.Percentage.1,40.0
9434,5454,270502.0,RFCD.Percentage.2,30.0
9435,5455,370603.0,RFCD.Percentage.3,20.0
9436,5455,419901.0,RFCD.Percentage.1,60.0
9437,5455,270704.0,RFCD.Percentage.2,20.0
9438,5456,291503.0,RFCD.Percentage.3,30.0
9439,5456,250103.0,RFCD.Percentage.2,30.0
9440,5456,291804.0,RFCD.Percentage.1,40.0
9441,5457,250501.0,RFCD.Percentage.3,10.0
9442,5457,259999.0,RFCD.Percentage.1,50.0
9443,5457,259902.0,RFCD.Percentage.2,40.0
9444,5458,240302.0,RFCD.Percentage.1,80.0
9445,5458,249903.0,RFCD.Percentage.2,20.0
9446,5459,410304.0,RFCD.Percentage.2,30.0
9447,5459,419901.0,RFCD.Percentage.1,50.0
9448,5459,379999.0,RFCD.Percentage.3,20.0
9449,5460,440199.0,RFCD.Percentage.1,40.0
9450,5460,440108.0,RFCD.Percentage.2,30.0
9451,5460,440114.0,RFCD.Percentage.3,30.0
9452,5461,270502.0,RFCD.Percentage.2,30.0
9453,5461,320901.0,RFCD.Percentage.3,20.0
9454,5461,320705.0,RFCD.Percentage.1,50.0
9455,5462,430101.0,RFCD.Percentage.1,50.0
9456,5462,420399.0,RFCD.Percentage.3,10.0
9457,5462,430107.0,RFCD.Percentage.2,40.0
9458,5463,240301.0,RFCD.Percentage.2,30.0
9459,5463,240401.0,RFCD.Percentage.1,60.0
9460,5463,240304.0,RFCD.Percentage.3,10.0
9461,5464,380207.0,RFCD.Percentage.3,20.0
9462,5464,420103.0,RFCD.Percentage.1,50.0
9463,5464,420305.0,RFCD.Percentage.2,30.0
9464,5465,290699.0,RFCD.Percentage.2,30.0
9465,5465,250103.0,RFCD.Percentage.3,20.0
9466,5465,291402.0,RFCD.Percentage.1,50.0
9467,5466,270201.0,RFCD.Percentage.2,30.0
9468,5466,270207.0,RFCD.Percentage.1,40.0
9469,5466,270803.0,RFCD.Percentage.3,30.0
9470,5467,350301.0,RFCD.Percentage.1,100.0
9471,5468,270103.0,RFCD.Percentage.1,100.0
9472,5469,390102.0,RFCD.Percentage.3,20.0
9473,5469,390402.0,RFCD.Percentage.2,40.0
9474,5469,390106.0,RFCD.Percentage.1,40.0
9475,5470,249903.0,RFCD.Percentage.2,30.0
9476,5470,250601.0,RFCD.Percentage.3,20.0
9477,5470,240301.0,RFCD.Percentage.1,50.0
9478,5471,420305.0,RFCD.Percentage.2,40.0
9479,5471,291006.0,RFCD.Percentage.1,50.0
9480,5471,440207.0,RFCD.Percentage.3,10.0
9481,5472,440101.0,RFCD.Percentage.2,40.0
9482,5472,410202.0,RFCD.Percentage.1,60.0
9483,5473,400104.0,RFCD.Percentage.2,40.0
9484,5473,370107.0,RFCD.Percentage.3,20.0
9485,5473,400101.0,RFCD.Percentage.1,40.0
9486,5474,270303.0,RFCD.Percentage.2,30.0
9487,5474,320202.0,RFCD.Percentage.1,70.0
9488,5475,330103.0,RFCD.Percentage.1,100.0
9489,5476,419999.0,RFCD.Percentage.3,20.0
9490,5476,410303.0,RFCD.Percentage.2,20.0
9491,5476,410199.0,RFCD.Percentage.1,60.0
9492,5477,420218.0,RFCD.Percentage.3,30.0
9493,5477,400104.0,RFCD.Percentage.1,40.0
9494,5477,430199.0,RFCD.Percentage.2,30.0
9495,5478,250105.0,RFCD.Percentage.3,30.0
9496,5478,290899.0,RFCD.Percentage.2,30.0
9497,5478,290699.0,RFCD.Percentage.1,40.0
9498,5479,270103.0,RFCD.Percentage.1,60.0
9499,5479,270104.0,RFCD.Percentage.2,40.0
9500,5480,320705.0,RFCD.Percentage.1,40.0
9501,5480,320702.0,RFCD.Percentage.2,30.0
9502,5480,270502.0,RFCD.Percentage.3,30.0
9503,5481,380101.0,RFCD.Percentage.1,50.0
9504,5481,321016.0,RFCD.Percentage.2,30.0
9505,5481,320705.0,RFCD.Percentage.3,20.0
9506,5482,230107.0,RFCD.Percentage.1,50.0
9507,5482,230199.0,RFCD.Percentage.2,30.0
9508,5482,239999.0,RFCD.Percentage.3,20.0
9509,5483,240201.0,RFCD.Percentage.1,90.0
9510,5483,240204.0,RFCD.Percentage.2,10.0
9511,5484,419901.0,RFCD.Percentage.1,60.0
9512,5484,430101.0,RFCD.Percentage.2,30.0
9513,5484,430112.0,RFCD.Percentage.3,10.0
9514,5485,280210.0,RFCD.Percentage.2,30.0
9515,5485,280109.0,RFCD.Percentage.3,20.0
9516,5485,291004.0,RFCD.Percentage.1,50.0
9517,5486,321202.0,RFCD.Percentage.1,40.0
9518,5486,370204.0,RFCD.Percentage.3,30.0
9519,5486,370201.0,RFCD.Percentage.2,30.0
9520,5487,380205.0,RFCD.Percentage.2,30.0
9521,5487,380206.0,RFCD.Percentage.3,30.0
9522,5487,380207.0,RFCD.Percentage.1,40.0
9523,5488,240302.0,RFCD.Percentage.1,100.0
9524,5489,280112.0,RFCD.Percentage.2,30.0
9525,5489,280201.0,RFCD.Percentage.1,50.0
9526,5489,280305.0,RFCD.Percentage.3,20.0
9527,5490,270899.0,RFCD.Percentage.2,20.0
9528,5490,270103.0,RFCD.Percentage.1,80.0
9529,5491,291404.0,RFCD.Percentage.2,30.0
9530,5491,291499.0,RFCD.Percentage.1,50.0
9531,5491,290699.0,RFCD.Percentage.3,20.0
9532,5492,249903.0,RFCD.Percentage.2,30.0
9533,5492,270105.0,RFCD.Percentage.3,30.0
9534,5492,250104.0,RFCD.Percentage.1,40.0
9535,5493,410302.0,RFCD.Percentage.1,50.0
9536,5493,420202.0,RFCD.Percentage.2,30.0
9537,5493,420301.0,RFCD.Percentage.3,20.0
9538,5494,250204.0,RFCD.Percentage.1,60.0
9539,5494,250101.0,RFCD.Percentage.3,20.0
9540,5494,250201.0,RFCD.Percentage.2,20.0
9541,5495,230101.0,RFCD.Percentage.1,60.0
9542,5495,230111.0,RFCD.Percentage.2,40.0
9543,5496,290803.0,RFCD.Percentage.1,40.0
9544,5496,239904.0,RFCD.Percentage.2,30.0
9545,5496,350208.0,RFCD.Percentage.3,30.0
9546,5497,419901.0,RFCD.Percentage.3,30.0
9547,5497,400104.0,RFCD.Percentage.1,40.0
9548,5497,410303.0,RFCD.Percentage.2,30.0
9549,5498,280103.0,RFCD.Percentage.2,30.0
9550,5498,280107.0,RFCD.Percentage.1,70.0
9551,5499,320705.0,RFCD.Percentage.2,30.0
9552,5499,380303.0,RFCD.Percentage.3,30.0
9553,5499,380101.0,RFCD.Percentage.1,40.0
9554,5500,440207.0,RFCD.Percentage.3,20.0
9555,5500,430107.0,RFCD.Percentage.2,20.0
9556,5500,410101.0,RFCD.Percentage.1,60.0
9557,5501,270108.0,RFCD.Percentage.1,40.0
9558,5501,270103.0,RFCD.Percentage.3,20.0
9559,5501,270102.0,RFCD.Percentage.2,40.0
9560,5502,420304.0,RFCD.Percentage.2,20.0
9561,5502,420306.0,RFCD.Percentage.3,20.0
9562,5502,410302.0,RFCD.Percentage.1,60.0
9563,5503,370199.0,RFCD.Percentage.2,30.0
9564,5503,370302.0,RFCD.Percentage.3,20.0
9565,5503,321204.0,RFCD.Percentage.1,50.0
9566,5504,420306.0,RFCD.Percentage.2,20.0
9567,5504,420308.0,RFCD.Percentage.3,20.0
9568,5504,420206.0,RFCD.Percentage.1,60.0
9569,5505,440107.0,RFCD.Percentage.2,50.0
9570,5505,440106.0,RFCD.Percentage.1,50.0
9571,5506,280210.0,RFCD.Percentage.2,40.0
9572,5506,289999.0,RFCD.Percentage.3,20.0
9573,5506,290309.0,RFCD.Percentage.1,40.0
9574,5507,270208.0,RFCD.Percentage.2,20.0
9575,5507,270103.0,RFCD.Percentage.1,80.0
9576,5508,430108.0,RFCD.Percentage.1,50.0
9577,5508,420399.0,RFCD.Percentage.2,30.0
9578,5508,419901.0,RFCD.Percentage.3,20.0
9579,5509,410202.0,RFCD.Percentage.3,20.0
9580,5509,410102.0,RFCD.Percentage.1,60.0
9581,5509,430102.0,RFCD.Percentage.2,20.0
9582,5510,230101.0,RFCD.Percentage.1,70.0
9583,5510,230105.0,RFCD.Percentage.2,30.0
9584,5511,291599.0,RFCD.Percentage.1,50.0
9585,5511,270899.0,RFCD.Percentage.2,30.0
9586,5511,320599.0,RFCD.Percentage.3,20.0
9587,5512,240203.0,RFCD.Percentage.2,40.0
9588,5512,240301.0,RFCD.Percentage.1,60.0
9589,5513,270499.0,RFCD.Percentage.2,40.0
9590,5513,270105.0,RFCD.Percentage.1,60.0
9591,5514,230202.0,RFCD.Percentage.1,80.0
9592,5514,321202.0,RFCD.Percentage.3,10.0
9593,5514,270708.0,RFCD.Percentage.2,10.0
9594,5515,380101.0,RFCD.Percentage.3,20.0
9595,5515,280210.0,RFCD.Percentage.1,40.0
9596,5515,230204.0,RFCD.Percentage.2,40.0
9597,5516,430199.0,RFCD.Percentage.1,40.0
9598,5516,420302.0,RFCD.Percentage.2,30.0
9599,5516,420303.0,RFCD.Percentage.3,30.0
9600,5517,270108.0,RFCD.Percentage.2,30.0
9601,5517,250699.0,RFCD.Percentage.3,20.0
9602,5517,250302.0,RFCD.Percentage.1,50.0
9603,5518,370501.0,RFCD.Percentage.3,30.0
9604,5518,329999.0,RFCD.Percentage.2,30.0
9605,5518,321299.0,RFCD.Percentage.1,40.0
9606,5519,230119.0,RFCD.Percentage.1,60.0
9607,5519,230202.0,RFCD.Percentage.2,40.0
9608,5520,390114.0,RFCD.Percentage.1,40.0
9609,5520,390113.0,RFCD.Percentage.2,40.0
9610,5520,420302.0,RFCD.Percentage.3,20.0
9611,5521,389999.0,RFCD.Percentage.1,40.0
9612,5521,300404.0,RFCD.Percentage.3,20.0
9613,5521,270699.0,RFCD.Percentage.2,40.0
9614,5522,380106.0,RFCD.Percentage.3,10.0
9615,5522,330104.0,RFCD.Percentage.2,40.0
9616,5522,321202.0,RFCD.Percentage.1,50.0
9617,5523,250103.0,RFCD.Percentage.3,20.0
9618,5523,291499.0,RFCD.Percentage.2,40.0
9619,5523,291804.0,RFCD.Percentage.1,40.0
9620,5524,380101.0,RFCD.Percentage.1,100.0
9621,5525,300105.0,RFCD.Percentage.1,60.0
9622,5525,300901.0,RFCD.Percentage.3,20.0
9623,5525,291104.0,RFCD.Percentage.2,20.0
9624,5526,321015.0,RFCD.Percentage.3,10.0
9625,5526,270199.0,RFCD.Percentage.1,50.0
9626,5526,270105.0,RFCD.Percentage.2,40.0
9627,5527,430102.0,RFCD.Percentage.1,80.0
9628,5527,430111.0,RFCD.Percentage.2,20.0
9629,5528,430102.0,RFCD.Percentage.1,100.0
9630,5529,379901.0,RFCD.Percentage.2,50.0
9631,5529,360199.0,RFCD.Percentage.1,50.0
9632,5530,270102.0,RFCD.Percentage.3,10.0
9633,5530,270199.0,RFCD.Percentage.1,70.0
9634,5530,270201.0,RFCD.Percentage.2,20.0
9635,5531,360201.0,RFCD.Percentage.2,20.0
9636,5531,340207.0,RFCD.Percentage.1,80.0
9637,5532,430107.0,RFCD.Percentage.1,100.0
9638,5533,350107.0,RFCD.Percentage.1,100.0
9639,5534,280401.0,RFCD.Percentage.2,30.0
9640,5534,280303.0,RFCD.Percentage.1,60.0
9641,5534,280402.0,RFCD.Percentage.3,10.0
9642,5535,270102.0,RFCD.Percentage.3,20.0
9643,5535,270306.0,RFCD.Percentage.2,30.0
9644,5535,270201.0,RFCD.Percentage.1,50.0
9645,5536,230204.0,RFCD.Percentage.2,40.0
9646,5536,230203.0,RFCD.Percentage.3,20.0
9647,5536,230202.0,RFCD.Percentage.1,40.0
9648,5537,410202.0,RFCD.Percentage.2,20.0
9649,5537,419901.0,RFCD.Percentage.1,60.0
9650,5537,410301.0,RFCD.Percentage.3,20.0
9651,5538,420307.0,RFCD.Percentage.3,10.0
9652,5538,430102.0,RFCD.Percentage.2,30.0
9653,5538,430108.0,RFCD.Percentage.1,60.0
9654,5539,420103.0,RFCD.Percentage.2,30.0
9655,5539,380207.0,RFCD.Percentage.1,70.0
9656,5540,420306.0,RFCD.Percentage.3,20.0
9657,5540,310101.0,RFCD.Percentage.2,30.0
9658,5540,310105.0,RFCD.Percentage.1,50.0
9659,5541,420399.0,RFCD.Percentage.3,20.0
9660,5541,420202.0,RFCD.Percentage.1,60.0
9661,5541,400103.0,RFCD.Percentage.2,20.0
9662,5542,240499.0,RFCD.Percentage.1,60.0
9663,5542,291804.0,RFCD.Percentage.3,10.0
9664,5542,249903.0,RFCD.Percentage.2,30.0
9665,5543,410403.0,RFCD.Percentage.3,20.0
9666,5543,310105.0,RFCD.Percentage.1,40.0
9667,5543,410402.0,RFCD.Percentage.2,40.0
9668,5544,280213.0,RFCD.Percentage.3,30.0
9669,5544,280107.0,RFCD.Percentage.1,40.0
9670,5544,280109.0,RFCD.Percentage.2,30.0
9671,5545,300301.0,RFCD.Percentage.3,20.0
9672,5545,270402.0,RFCD.Percentage.2,40.0
9673,5545,270101.0,RFCD.Percentage.1,40.0
9674,5546,250501.0,RFCD.Percentage.1,70.0
9675,5546,259903.0,RFCD.Percentage.3,10.0
9676,5546,259904.0,RFCD.Percentage.2,20.0
9677,5547,330399.0,RFCD.Percentage.1,80.0
9678,5547,330206.0,RFCD.Percentage.2,20.0
9679,5548,240401.0,RFCD.Percentage.1,100.0
9680,5549,390305.0,RFCD.Percentage.3,30.0
9681,5549,390102.0,RFCD.Percentage.2,30.0
9682,5549,390301.0,RFCD.Percentage.1,40.0
9683,5550,240201.0,RFCD.Percentage.2,20.0
9684,5550,239999.0,RFCD.Percentage.1,80.0
9685,5551,270202.0,RFCD.Percentage.1,40.0
9686,5551,270203.0,RFCD.Percentage.2,30.0
9687,5551,270208.0,RFCD.Percentage.3,30.0
9688,5552,420308.0,RFCD.Percentage.1,60.0
9689,5552,420106.0,RFCD.Percentage.3,20.0
9690,5552,420202.0,RFCD.Percentage.2,20.0
9691,5553,390117.0,RFCD.Percentage.2,30.0
9692,5553,390105.0,RFCD.Percentage.1,60.0
9693,5553,390104.0,RFCD.Percentage.3,10.0
9694,5554,410101.0,RFCD.Percentage.1,100.0
9695,5555,380299.0,RFCD.Percentage.1,80.0
9696,5555,289999.0,RFCD.Percentage.2,20.0
9697,5556,230202.0,RFCD.Percentage.1,100.0
9698,5557,310199.0,RFCD.Percentage.2,10.0
9699,5557,430110.0,RFCD.Percentage.1,80.0
9700,5557,410202.0,RFCD.Percentage.3,10.0
9701,5558,239901.0,RFCD.Percentage.1,100.0
9702,5559,270201.0,RFCD.Percentage.3,20.0
9703,5559,270306.0,RFCD.Percentage.2,20.0
9704,5559,270205.0,RFCD.Percentage.1,60.0
9705,5560,250604.0,RFCD.Percentage.3,10.0
9706,5560,250603.0,RFCD.Percentage.1,50.0
9707,5560,250502.0,RFCD.Percentage.2,40.0
9708,5561,300803.0,RFCD.Percentage.2,30.0
9709,5561,370302.0,RFCD.Percentage.3,30.0
9710,5561,300903.0,RFCD.Percentage.1,40.0
9711,5562,240101.0,RFCD.Percentage.1,100.0
9712,5563,330103.0,RFCD.Percentage.3,20.0
9713,5563,330104.0,RFCD.Percentage.2,30.0
9714,5563,360299.0,RFCD.Percentage.1,50.0
9715,5564,300604.0,RFCD.Percentage.3,20.0
9716,5564,300601.0,RFCD.Percentage.2,30.0
9717,5564,270402.0,RFCD.Percentage.1,50.0
9718,5565,310299.0,RFCD.Percentage.3,20.0
9719,5565,300903.0,RFCD.Percentage.2,40.0
9720,5565,300899.0,RFCD.Percentage.1,40.0
9721,5566,250503.0,RFCD.Percentage.2,30.0
9722,5566,250501.0,RFCD.Percentage.1,50.0
9723,5566,250599.0,RFCD.Percentage.3,20.0
9724,5567,270501.0,RFCD.Percentage.1,60.0
9725,5567,270504.0,RFCD.Percentage.3,10.0
9726,5567,270799.0,RFCD.Percentage.2,30.0
9727,5568,380205.0,RFCD.Percentage.1,90.0
9728,5568,380201.0,RFCD.Percentage.2,10.0
9729,5569,270105.0,RFCD.Percentage.1,70.0
9730,5569,321016.0,RFCD.Percentage.2,30.0
9731,5570,280103.0,RFCD.Percentage.1,100.0
9732,5571,400303.0,RFCD.Percentage.1,80.0
9733,5571,250499.0,RFCD.Percentage.2,20.0
9734,5572,230203.0,RFCD.Percentage.1,50.0
9735,5572,230204.0,RFCD.Percentage.2,30.0
9736,5572,230202.0,RFCD.Percentage.3,20.0
9737,5573,330101.0,RFCD.Percentage.1,100.0
9738,5574,270799.0,RFCD.Percentage.1,50.0
9739,5574,270707.0,RFCD.Percentage.2,50.0
9740,5575,321204.0,RFCD.Percentage.1,50.0
9741,5575,370204.0,RFCD.Percentage.2,40.0
9742,5575,380105.0,RFCD.Percentage.3,10.0
9743,5576,321029.0,RFCD.Percentage.3,10.0
9744,5576,291503.0,RFCD.Percentage.2,30.0
9745,5576,329902.0,RFCD.Percentage.1,60.0
9746,5577,291005.0,RFCD.Percentage.2,50.0
9747,5577,291004.0,RFCD.Percentage.1,50.0
9748,5578,321202.0,RFCD.Percentage.3,10.0
9749,5578,321210.0,RFCD.Percentage.2,20.0
9750,5578,321207.0,RFCD.Percentage.1,70.0
9751,5579,250501.0,RFCD.Percentage.2,20.0
9752,5579,250206.0,RFCD.Percentage.1,80.0
9753,5580,340402.0,RFCD.Percentage.1,70.0
9754,5580,340204.0,RFCD.Percentage.2,30.0
9755,5581,240101.0,RFCD.Percentage.1,100.0
9756,5582,270705.0,RFCD.Percentage.1,50.0
9757,5582,430202.0,RFCD.Percentage.2,40.0
9758,5582,260602.0,RFCD.Percentage.3,10.0
9759,5583,321013.0,RFCD.Percentage.1,100.0
9760,5584,280212.0,RFCD.Percentage.1,70.0
9761,5584,280213.0,RFCD.Percentage.2,30.0
9762,5585,291804.0,RFCD.Percentage.2,50.0
9763,5585,250103.0,RFCD.Percentage.1,50.0
9764,5586,430101.0,RFCD.Percentage.1,100.0
9765,5587,260602.0,RFCD.Percentage.2,30.0
9766,5587,260601.0,RFCD.Percentage.1,70.0
9767,5588,240302.0,RFCD.Percentage.1,80.0
9768,5588,249903.0,RFCD.Percentage.2,20.0
9769,5589,259902.0,RFCD.Percentage.3,30.0
9770,5589,240301.0,RFCD.Percentage.1,40.0
9771,5589,250104.0,RFCD.Percentage.2,30.0
9772,5590,330301.0,RFCD.Percentage.1,40.0
9773,5590,370102.0,RFCD.Percentage.3,20.0
9774,5590,330302.0,RFCD.Percentage.2,40.0
9775,5591,280103.0,RFCD.Percentage.2,10.0
9776,5591,291004.0,RFCD.Percentage.1,90.0
9777,5592,440111.0,RFCD.Percentage.2,30.0
9778,5592,440109.0,RFCD.Percentage.1,40.0
9779,5592,440199.0,RFCD.Percentage.3,30.0
9780,5593,250201.0,RFCD.Percentage.2,30.0
9781,5593,250104.0,RFCD.Percentage.3,20.0
9782,5593,250204.0,RFCD.Percentage.1,50.0
9783,5594,300510.0,RFCD.Percentage.3,30.0
9784,5594,270105.0,RFCD.Percentage.2,30.0
9785,5594,270602.0,RFCD.Percentage.1,40.0
9786,5595,291899.0,RFCD.Percentage.2,20.0
9787,5595,390115.0,RFCD.Percentage.3,10.0
9788,5595,291099.0,RFCD.Percentage.1,70.0
9789,5596,280106.0,RFCD.Percentage.2,40.0
9790,5596,280104.0,RFCD.Percentage.3,10.0
9791,5596,280112.0,RFCD.Percentage.1,50.0
9792,5597,310203.0,RFCD.Percentage.3,20.0
9793,5597,310202.0,RFCD.Percentage.2,30.0
9794,5597,310101.0,RFCD.Percentage.1,50.0
9795,5598,249903.0,RFCD.Percentage.3,10.0
9796,5598,240502.0,RFCD.Percentage.2,40.0
9797,5598,291804.0,RFCD.Percentage.1,50.0
9798,5599,230105.0,RFCD.Percentage.2,30.0
9799,5599,230101.0,RFCD.Percentage.1,70.0
9800,5600,250204.0,RFCD.Percentage.1,40.0
9801,5600,250201.0,RFCD.Percentage.2,30.0
9802,5600,250403.0,RFCD.Percentage.3,30.0
9803,5601,239902.0,RFCD.Percentage.2,30.0
9804,5601,230202.0,RFCD.Percentage.3,10.0
9805,5601,350301.0,RFCD.Percentage.1,60.0
9806,5602,300508.0,RFCD.Percentage.1,50.0
9807,5602,270799.0,RFCD.Percentage.2,50.0
9808,5603,270104.0,RFCD.Percentage.3,20.0
9809,5603,270107.0,RFCD.Percentage.1,60.0
9810,5603,270108.0,RFCD.Percentage.2,20.0
9811,5604,250503.0,RFCD.Percentage.2,30.0
9812,5604,250104.0,RFCD.Percentage.1,60.0
9813,5604,270101.0,RFCD.Percentage.3,10.0
9814,5605,280108.0,RFCD.Percentage.1,50.0
9815,5605,291004.0,RFCD.Percentage.2,50.0
9816,5606,289999.0,RFCD.Percentage.1,40.0
9817,5606,230118.0,RFCD.Percentage.3,30.0
9818,5606,230117.0,RFCD.Percentage.2,30.0
9819,5607,280104.0,RFCD.Percentage.1,70.0
9820,5607,350211.0,RFCD.Percentage.2,30.0
9821,5608,240499.0,RFCD.Percentage.2,40.0
9822,5608,249903.0,RFCD.Percentage.1,60.0
9823,5609,280203.0,RFCD.Percentage.2,50.0
9824,5609,280103.0,RFCD.Percentage.1,50.0
9825,5610,360105.0,RFCD.Percentage.2,50.0
9826,5610,360102.0,RFCD.Percentage.1,50.0
9827,5611,280105.0,RFCD.Percentage.3,20.0
9828,5611,400104.0,RFCD.Percentage.1,50.0
9829,5611,370107.0,RFCD.Percentage.2,30.0
9830,5612,321204.0,RFCD.Percentage.1,40.0
9831,5612,321299.0,RFCD.Percentage.2,40.0
9832,5612,321210.0,RFCD.Percentage.3,20.0
9833,5613,300802.0,RFCD.Percentage.2,30.0
9834,5613,270708.0,RFCD.Percentage.1,50.0
9835,5613,270707.0,RFCD.Percentage.3,20.0
9836,5614,270205.0,RFCD.Percentage.2,50.0
9837,5614,270106.0,RFCD.Percentage.1,50.0
9838,5615,291004.0,RFCD.Percentage.1,80.0
9839,5615,280101.0,RFCD.Percentage.2,20.0
9840,5616,430101.0,RFCD.Percentage.2,40.0
9841,5616,420305.0,RFCD.Percentage.1,40.0
9842,5616,420202.0,RFCD.Percentage.3,20.0
9843,5617,280103.0,RFCD.Percentage.1,100.0
9844,5618,230119.0,RFCD.Percentage.1,100.0
9845,5619,440107.0,RFCD.Percentage.3,10.0
9846,5619,370699.0,RFCD.Percentage.1,60.0
9847,5619,440104.0,RFCD.Percentage.2,30.0
9848,5620,420207.0,RFCD.Percentage.1,100.0
9849,5621,280103.0,RFCD.Percentage.2,10.0
9850,5621,240302.0,RFCD.Percentage.1,80.0
9851,5621,249903.0,RFCD.Percentage.3,10.0
9852,5622,430108.0,RFCD.Percentage.1,100.0
9853,5623,270504.0,RFCD.Percentage.1,50.0
9854,5623,270502.0,RFCD.Percentage.2,50.0
9855,5624,280302.0,RFCD.Percentage.2,30.0
9856,5624,280112.0,RFCD.Percentage.1,70.0
9857,5625,360102.0,RFCD.Percentage.1,50.0
9858,5625,360201.0,RFCD.Percentage.3,20.0
9859,5625,390401.0,RFCD.Percentage.2,30.0
9860,5626,230119.0,RFCD.Percentage.2,40.0
9861,5626,291702.0,RFCD.Percentage.1,60.0
9862,5627,420308.0,RFCD.Percentage.2,20.0
9863,5627,370107.0,RFCD.Percentage.1,60.0
9864,5627,370101.0,RFCD.Percentage.3,20.0
9865,5628,270208.0,RFCD.Percentage.1,80.0
9866,5628,270203.0,RFCD.Percentage.2,20.0
9867,5629,280109.0,RFCD.Percentage.3,10.0
9868,5629,380199.0,RFCD.Percentage.2,30.0
9869,5629,280105.0,RFCD.Percentage.1,60.0
9870,5630,320405.0,RFCD.Percentage.2,30.0
9871,5630,270201.0,RFCD.Percentage.1,40.0
9872,5630,270202.0,RFCD.Percentage.3,30.0
9873,5631,320799.0,RFCD.Percentage.3,20.0
9874,5631,280203.0,RFCD.Percentage.1,40.0
9875,5631,280204.0,RFCD.Percentage.2,40.0
9876,5632,340405.0,RFCD.Percentage.3,20.0
9877,5632,370105.0,RFCD.Percentage.1,50.0
9878,5632,340207.0,RFCD.Percentage.2,30.0
9879,5633,300601.0,RFCD.Percentage.1,40.0
9880,5633,270402.0,RFCD.Percentage.2,30.0
9881,5633,300699.0,RFCD.Percentage.3,30.0
9882,5634,420202.0,RFCD.Percentage.2,30.0
9883,5634,420218.0,RFCD.Percentage.1,40.0
9884,5634,370103.0,RFCD.Percentage.3,30.0
9885,5635,300302.0,RFCD.Percentage.3,20.0
9886,5635,270205.0,RFCD.Percentage.1,50.0
9887,5635,270499.0,RFCD.Percentage.2,30.0
9888,5636,230199.0,RFCD.Percentage.1,60.0
9889,5636,240201.0,RFCD.Percentage.2,40.0
9890,5637,310103.0,RFCD.Percentage.1,100.0
9891,5638,390402.0,RFCD.Percentage.3,30.0
9892,5638,390401.0,RFCD.Percentage.2,30.0
9893,5638,390104.0,RFCD.Percentage.1,40.0
9894,5639,280204.0,RFCD.Percentage.3,20.0
9895,5639,291702.0,RFCD.Percentage.1,60.0
9896,5639,291706.0,RFCD.Percentage.2,20.0
9897,5640,230204.0,RFCD.Percentage.2,50.0
9898,5640,280208.0,RFCD.Percentage.1,50.0
9899,5641,330303.0,RFCD.Percentage.2,30.0
9900,5641,330302.0,RFCD.Percentage.3,30.0
9901,5641,330202.0,RFCD.Percentage.1,40.0
9902,5642,270201.0,RFCD.Percentage.2,60.0
9903,5642,320702.0,RFCD.Percentage.1,40.0
9904,5643,320702.0,RFCD.Percentage.1,70.0
9905,5643,321399.0,RFCD.Percentage.2,10.0
9906,5643,321021.0,RFCD.Percentage.3,20.0
9907,5644,321021.0,RFCD.Percentage.2,30.0
9908,5644,380304.0,RFCD.Percentage.3,40.0
9909,5644,320702.0,RFCD.Percentage.1,30.0
9910,5645,320702.0,RFCD.Percentage.1,60.0
9911,5645,270201.0,RFCD.Percentage.2,40.0
9912,5646,320702.0,RFCD.Percentage.1,100.0
